DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CE_P1;NC2R_CE_P2;NC2R_CE_P4S1;NC2R_CE_P5S2;NC2R_CE_P6;NC2R_CE_P7;NC2R_CE_P8;FEX_C
421813;8;2;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;9;2;2;E2;2; ; ; ; ; ; ;495,393349576347
421813;10;3;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;11;3;2;E2;2; ; ; ; ; ; ;495,393349576347
421813;12;4;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;13;4;2;E2;2; ; ; ; ; ; ;495,393349576347
421813;14;5;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;15;5;2;E2;2; ; ; ; ; ; ;495,393349576347
421813;16;6;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;17;6;2;E2;2; ; ; ; ; ; ;495,393349576347
421813;18;7;1;E1;2; ; ; ; ; ; ;495,393349576347
421813;19;7;2;E2;2; ; ; ; ; ; ;495,393349576347
421814;1;1;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;2;1;2;E2;2; ; ; ; ; ; ;429,235390717213
421814;3;2;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;4;2;2;E2;2; ; ; ; ; ; ;429,235390717213
421814;5;3;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;6;3;2;E2;2; ; ; ; ; ; ;429,235390717213
421814;7;4;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;8;4;2;E2;2; ; ; ; ; ; ;429,235390717213
421814;9;5;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;10;5;2;E2;2; ; ; ; ; ; ;429,235390717213
421814;11;7;1;E1;2; ; ; ; ; ; ;429,235390717213
421814;12;7;2;E2;2; ; ; ; ; ; ;429,235390717213
421815;1;2;1;E1;2; ; ; ; ; ; ;330,113835366684
421815;2;2;2;E2;2; ; ; ; ; ; ;330,113835366684
421816;2;1;1;E1;1;07320207;2;1; ;6000;9;384,111158991974
421816;3;1;2;E2;2; ; ; ; ; ; ;384,111158991974
421816;4;3;1;E1;2; ; ; ; ; ; ;384,111158991974
421816;5;3;2;E2;2; ; ; ; ; ; ;384,111158991974
421817;3;2;1;E1;2; ; ; ; ; ; ;695,407876721279
421817;4;2;2;E2;2; ; ; ; ; ; ;695,407876721279
421817;5;3;1;E1;1;07320199;2;1; ;6000;3;695,407876721279
421817;6;3;2;E2;1;09410205;2;1; ;3000;2;695,407876721279
421817;7;4;1;E1;2; ; ; ; ; ; ;695,407876721279
421817;8;4;2;E2;2; ; ; ; ; ; ;695,407876721279
421817;9;5;1;E1;2; ; ; ; ; ; ;695,407876721279
421817;10;5;2;E2;2; ; ; ; ; ; ;695,407876721279
421818;1;2;1;E1;2; ; ; ; ; ; ;591,072994455872
421818;2;2;2;E2;2; ; ; ; ; ; ;591,072994455872
421818;3;3;1;E1;2; ; ; ; ; ; ;591,072994455872
421818;4;3;2;E2;2; ; ; ; ; ; ;591,072994455872
421818;5;4;1;E1;2; ; ; ; ; ; ;591,072994455872
421818;6;4;2;E2;2; ; ; ; ; ; ;591,072994455872
421820;2;1;1;E1;1;07320199;2;1; ;8000;9;355,081819021302
421820;3;1;2;E2;2; ; ; ; ; ; ;355,081819021302
421820;4;3;1;E1;2; ; ; ; ; ; ;355,081819021302
421820;5;3;2;E2;2; ; ; ; ; ; ;355,081819021302
421820;6;5;1;E1;2; ; ; ; ; ; ;355,081819021302
421820;7;5;2;E2;2; ; ; ; ; ; ;355,081819021302
421821;1;2;1;E1;2; ; ; ; ; ; ;288,19497749843
421821;2;2;2;E2;2; ; ; ; ; ; ;288,19497749843
421821;3;3;1;E1;2; ; ; ; ; ; ;288,19497749843
421821;4;3;2;E2;2; ; ; ; ; ; ;288,19497749843
421822;4;2;1;E1;2; ; ; ; ; ; ;478,0200055211
421822;5;2;2;E2;1;09430101;1;1; ;4000;1;478,0200055211
421822;6;2;3;E2;1;09520101;1;1;1;1000;1;478,0200055211
421822;7;3;1;E1;1;07320199;2;3; ;10000; ;478,0200055211
421822;8;3;2;E2;2; ; ; ; ; ; ;478,0200055211
421823;3;1;1;E1;1;07320199;2;7; ;6000; ;330,113835366684
421823;4;1;2;E2;1;09430101;5;1; ;10000;1;330,113835366684
421824;1;3;1;E1;2; ; ; ; ; ; ;327,592676524738
421824;2;3;2;E2;2; ; ; ; ; ; ;327,592676524738
421825;2;1;1;E1;2; ; ; ; ; ; ;253,913296836957
421825;3;1;2;E2;1;09430101;1;1; ;1000;2;253,913296836957
421825;4;3;1;E1;2; ; ; ; ; ; ;253,913296836957
421825;5;3;2;E2;2; ; ; ; ; ; ;253,913296836957
421826;1;1;1;E1;2; ; ; ; ; ; ;418,392839653447
421826;2;1;2;E2;2; ; ; ; ; ; ;418,392839653447
421826;3;3;1;E1;2; ; ; ; ; ; ;418,392839653447
421826;4;3;2;E2;2; ; ; ; ; ; ;418,392839653447
421829;3;1;1;E1;1;07320199;2;1; ;6000;9;335,596758157378
421829;4;1;2;E2;1;09430101;1;1; ;1000;1;335,596758157378
421848;1;2;1;E1;2; ; ; ; ; ; ;803,174371134785
421848;2;2;2;E2;2; ; ; ; ; ; ;803,174371134785
421848;3;3;1;E1;2; ; ; ; ; ; ;803,174371134785
421848;4;3;2;E2;2; ; ; ; ; ; ;803,174371134785
421848;5;4;1;E1;2; ; ; ; ; ; ;803,174371134785
421848;6;4;2;E2;2; ; ; ; ; ; ;803,174371134785
421848;7;6;1;E1;2; ; ; ; ; ; ;803,174371134785
421848;8;6;2;E2;2; ; ; ; ; ; ;803,174371134785
421849;4;1;1;E1;1;07320207;2;1; ;4000;4;453,674153109443
421849;5;1;2;E2;1;02130101;10;3;6;20000;3;453,674153109443
421849;6;3;1;E1;2; ; ; ; ; ; ;453,674153109443
421849;7;3;2;E2;1;11110601;15;1;6;30000;9;453,674153109443
421981;4;2;1;E1;1;07320101;2;1; ;4000;2;493,023306437293
421981;5;2;2;E1;1;08300305;1;1; ;10000;4;493,023306437293
421981;6;2;3;E2;2; ; ; ; ; ; ;493,023306437293
421981;7;4;1;E1;1;07320101;4;1; ;6000;1;493,023306437293
421981;8;4;2;E2;1;08300303;3;1; ;6000;2;493,023306437293
421982;2;1;1;E1;1;07220101;1;1; ;8300;3;878,884592300625
421982;3;1;2;E2;2; ; ; ; ; ; ;878,884592300625
421982;4;2;1;E1;2; ; ; ; ; ; ;878,884592300625
421982;5;2;2;E2;2; ; ; ; ; ; ;878,884592300625
421982;6;3;1;E1;2; ; ; ; ; ; ;878,884592300625
421982;7;3;2;E2;2; ; ; ; ; ; ;878,884592300625
421983;3;1;1;E1;2; ; ; ; ; ; ;398,219809177638
421983;4;1;2;E2;2; ; ; ; ; ; ;398,219809177638
421983;5;3;1;E1;1;07320101;10;1; ;30000;3;398,219809177638
421983;6;3;2;E1;1;08300305;1;1; ;20000;5;398,219809177638
421983;7;3;3;E2;2; ; ; ; ; ; ;398,219809177638
422145;2;2;3;E1;2; ; ; ; ; ; ;500,80176303344
422145;3;2;4;E2;1;09430101;1;1; ;1000;2;500,80176303344
422145;4;3;1;E1;2; ; ; ; ; ; ;500,80176303344
422145;5;3;2;E2;2; ; ; ; ; ; ;500,80176303344
422156;1;2;1;E1;2; ; ; ; ; ; ;330,113835366684
422156;2;2;2;E2;2; ; ; ; ; ; ;330,113835366684
422157;6;2;3;E1;1;07220101;4,5;1; ;15000;2;428,761198709083
422157;7;2;4;E1;1;07320101;27;1; ;54000;2;428,761198709083
422157;8;2;5;E1;1;08300305;4;1; ;4000;2;428,761198709083
422157;9;2;6;E2;1;02130101;10;1;16;15000;5;428,761198709083
422157;10;2;7;E2;1;09430101;4;1; ;2000;2;428,761198709083
422157;11;3;1;E1;2; ; ; ; ; ; ;428,761198709083
422157;12;3;2;E2;2; ; ; ; ; ; ;428,761198709083
422157;13;5;1;E1;1;08300305;1;1; ;3000;3;428,761198709083
422157;14;5;2;E2;2; ; ; ; ; ; ;428,761198709083
422896;1;1;1;E1;2; ; ; ; ; ; ;445,102548519397
422896;2;1;2;E2;2; ; ; ; ; ; ;445,102548519397
422897;1;2;1;E1;2; ; ; ; ; ; ;479,842626674963
422897;2;2;2;E2;2; ; ; ; ; ; ;479,842626674963
422897;3;3;1;E1;2; ; ; ; ; ; ;479,842626674963
422897;4;3;2;E2;2; ; ; ; ; ; ;479,842626674963
422897;5;4;1;E1;2; ; ; ; ; ; ;479,842626674963
422897;6;4;2;E2;2; ; ; ; ; ; ;479,842626674963
422929;2;1;1;E1;2; ; ; ; ; ; ;562,288894714106
422929;3;1;2;E2;1;02130101;2;1;1;3400;9;562,288894714106
422948;1;2;1;E1;2; ; ; ; ; ; ;1040,27177393183
422948;2;2;2;E2;2; ; ; ; ; ; ;1040,27177393183
422948;3;3;1;E1;2; ; ; ; ; ; ;1040,27177393183
422948;4;3;2;E2;2; ; ; ; ; ; ;1040,27177393183
422948;5;4;1;E1;2; ; ; ; ; ; ;1040,27177393183
422948;6;4;2;E2;2; ; ; ; ; ; ;1040,27177393183
422950;1;2;1;E1;2; ; ; ; ; ; ;847,596810982545
422950;2;2;2;E2;2; ; ; ; ; ; ;847,596810982545
422950;3;3;1;E1;2; ; ; ; ; ; ;847,596810982545
422950;4;3;2;E2;2; ; ; ; ; ; ;847,596810982545
422952;1;1;1;E1;2; ; ; ; ; ; ;481,1744582269
422952;2;1;2;E2;2; ; ; ; ; ; ;481,1744582269
422952;3;3;1;E1;2; ; ; ; ; ; ;481,1744582269
422952;4;3;2;E2;2; ; ; ; ; ; ;481,1744582269
422952;5;4;1;E1;2; ; ; ; ; ; ;481,1744582269
422952;6;4;2;E2;2; ; ; ; ; ; ;481,1744582269
422952;7;5;1;E1;2; ; ; ; ; ; ;481,1744582269
422952;8;5;2;E2;2; ; ; ; ; ; ;481,1744582269
422955;1;2;1;E1;2; ; ; ; ; ; ;854,969273369079
422955;2;2;2;E2;2; ; ; ; ; ; ;854,969273369079
422956;1;2;1;E1;2; ; ; ; ; ; ;1188,09102822811
422956;2;2;2;E2;2; ; ; ; ; ; ;1188,09102822811
423422;2;1;1;E1;2; ; ; ; ; ; ;445,102548519397
423422;3;1;2;E2;1;02130101;10;1;6;20000;9;445,102548519397
423423;1;2;1;E1;2; ; ; ; ; ; ;747,980186788764
423423;2;2;2;E2;2; ; ; ; ; ; ;747,980186788764
423437;2;2;1;E1;1;07320101;6;1; ;12000;2;445,102548519397
423437;3;2;2;E2;2; ; ; ; ; ; ;445,102548519397
423438;2;1;1;E1;2; ; ; ; ; ; ;905,598002345131
423438;3;1;2;E2;2; ; ; ; ; ; ;905,598002345131
423438;4;2;1;E1;1;07320101;2;1; ;4000;1;905,598002345131
423438;5;2;2;E2;2; ; ; ; ; ; ;905,598002345131
423458;1;2;1;E1;2; ; ; ; ; ; ;1386,06453478533
423458;2;2;2;E2;2; ; ; ; ; ; ;1386,06453478533
423755;3;2;3;E1;1;07320101;5;1; ;10000;3;564,20462124682
423755;4;2;4;E1;1;07320199;2;1; ;2000;3;564,20462124682
423755;5;2;5;E2;2; ; ; ; ; ; ;564,20462124682
423755;6;3;1;E1;1;07320101;20;1; ;40000;9;564,20462124682
423755;7;3;2;E2;2; ; ; ; ; ; ;564,20462124682
423755;8;5;1;E1;1;07320101;25;1; ;50000;5;564,20462124682
423755;9;5;2;E2;2; ; ; ; ; ; ;564,20462124682
423756;3;1;1;E1;2; ; ; ; ; ; ;539,818422199181
423756;4;1;2;E2;2; ; ; ; ; ; ;539,818422199181
423756;5;2;1;E1;2; ; ; ; ; ; ;539,818422199181
423756;6;2;2;E2;2; ; ; ; ; ; ;539,818422199181
423756;7;4;1;E1;1;07320101;4;1; ;5200;3;539,818422199181
423756;8;4;2;E2;2; ; ; ; ; ; ;539,818422199181
423756;9;7;1;E1;2; ; ; ; ; ; ;539,818422199181
423756;10;7;2;E2;1;02130101;3;1;16;9000;3;539,818422199181
423757;3;2;1;E1;1;07220101;2;1; ;12000;3;444,541594892538
423757;4;2;2;E2;1;02130101;3;1;19;9000;9;444,541594892538
423758;4;2;1;E1;2; ; ; ; ; ; ;685,766648944444
423758;5;2;2;E2;1;08300303;1;1; ;2000;3;685,766648944444
423758;6;3;1;E1;1;07320199;4;1; ;8000;3;685,766648944444
423758;7;3;2;E2;1;02130101;3;1;16;9000;3;685,766648944444
423918;1;1;1;E1;2; ; ; ; ; ; ;622,448508210799
423918;2;1;2;E2;2; ; ; ; ; ; ;622,448508210799
423919;2;2;1;E1;1;07320199;2;1; ;4000;9;364,14367385055
423919;3;2;2;E2;2; ; ; ; ; ; ;364,14367385055
425628;1;2;3;E1;2; ; ; ; ; ; ;1294,87703735747
425628;2;2;4;E2;2; ; ; ; ; ; ;1294,87703735747
425628;3;3;1;E1;2; ; ; ; ; ; ;1294,87703735747
425628;4;3;2;E2;2; ; ; ; ; ; ;1294,87703735747
425628;5;4;1;E1;2; ; ; ; ; ; ;1294,87703735747
425628;6;4;2;E2;2; ; ; ; ; ; ;1294,87703735747
425629;1;1;1;E1;2; ; ; ; ; ; ;398,219809177638
425629;2;1;2;E2;2; ; ; ; ; ; ;398,219809177638
425629;3;3;1;E1;2; ; ; ; ; ; ;398,219809177638
425629;4;3;2;E2;2; ; ; ; ; ; ;398,219809177638
425630;1;1;1;E1;2; ; ; ; ; ; ;854,014296897025
425630;2;1;2;E2;2; ; ; ; ; ; ;854,014296897025
425631;4;1;1;E1;2; ; ; ; ; ; ;1592,87923671055
425631;5;1;2;E2;2; ; ; ; ; ; ;1592,87923671055
425631;6;2;1;E1;2; ; ; ; ; ; ;1592,87923671055
425631;7;2;2;E2;2; ; ; ; ; ; ;1592,87923671055
425631;8;3;1;E1;1;07220101;3;1; ;30000;3;1592,87923671055
425631;9;3;2;E1;1;08300305;1;1; ;10000;5;1592,87923671055
425631;10;3;3;E2;2; ; ; ; ; ; ;1592,87923671055
425631;11;4;1;E1;1;07320101;4;1; ;8000;9;1592,87923671055
425631;12;4;2;E1;1;08300305;1;1; ;10000;5;1592,87923671055
425631;13;4;3;E2;2; ; ; ; ; ; ;1592,87923671055
425631;14;5;1;E1;1;07220101;1;1; ;10000;3;1592,87923671055
425631;15;5;2;E2;2; ; ; ; ; ; ;1592,87923671055
425631;16;8;1;E1;2; ; ; ; ; ; ;1592,87923671055
425631;17;8;2;E2;2; ; ; ; ; ; ;1592,87923671055
425631;18;9;1;E1;2; ; ; ; ; ; ;1592,87923671055
425631;19;9;2;E2;2; ; ; ; ; ; ;1592,87923671055
425633;1;2;3;E1;2; ; ; ; ; ; ;1074,44566712725
425633;2;2;4;E2;2; ; ; ; ; ; ;1074,44566712725
425633;3;3;1;E1;2; ; ; ; ; ; ;1074,44566712725
425633;4;3;2;E2;2; ; ; ; ; ; ;1074,44566712725
425668;1;1;1;E1;2; ; ; ; ; ; ;553,71729012406
425668;2;1;2;E2;2; ; ; ; ; ; ;553,71729012406
425669;1;2;1;E1;2; ; ; ; ; ; ;572,396475133342
425669;2;2;2;E2;2; ; ; ; ; ; ;572,396475133342
426213;1;2;1;E1;2; ; ; ; ; ; ;436,063443216197
426213;2;2;2;E2;2; ; ; ; ; ; ;436,063443216197
426213;3;3;1;E1;2; ; ; ; ; ; ;436,063443216197
426213;4;3;2;E2;2; ; ; ; ; ; ;436,063443216197
426213;5;5;1;E1;2; ; ; ; ; ; ;436,063443216197
426213;6;5;2;E2;2; ; ; ; ; ; ;436,063443216197
426213;7;6;1;E1;2; ; ; ; ; ; ;436,063443216197
426213;8;6;2;E2;2; ; ; ; ; ; ;436,063443216197
426213;9;8;1;E1;2; ; ; ; ; ; ;436,063443216197
426213;10;8;2;E2;2; ; ; ; ; ; ;436,063443216197
426371;3;1;1;E1;1;07220101;1,7;1; ;3000;2;560,428928901093
426371;4;1;2;E1;1;08300305;3;1; ;3000;2;560,428928901093
426371;5;1;3;E2;2; ; ; ; ; ; ;560,428928901093
426371;6;3;1;E1;2; ; ; ; ; ; ;560,428928901093
426371;7;3;2;E2;2; ; ; ; ; ; ;560,428928901093
426696;2;1;3;E1;2; ; ; ; ; ; ;843,768293957487
426696;3;1;4;E2;2; ; ; ; ; ; ;843,768293957487
426696;4;3;1;E1;2; ; ; ; ; ; ;843,768293957487
426696;5;3;2;E2;2; ; ; ; ; ; ;843,768293957487
426696;6;4;1;E1;1;07320207;2;1; ;10000;9;843,768293957487
426696;7;4;2;E2;2; ; ; ; ; ; ;843,768293957487
426777;2;2;1;E1;1;08300305;3;1; ;6000;2;349,08890844218
426777;3;2;2;E2;2; ; ; ; ; ; ;349,08890844218
426951;1;1;1;E1;2; ; ; ; ; ; ;485,002975251958
426951;2;1;2;E2;2; ; ; ; ; ; ;485,002975251958
426951;3;2;1;E1;2; ; ; ; ; ; ;485,002975251958
426951;4;2;2;E2;2; ; ; ; ; ; ;485,002975251958
426951;5;3;1;E1;2; ; ; ; ; ; ;485,002975251958
426951;6;3;2;E2;2; ; ; ; ; ; ;485,002975251958
426952;1;2;1;E1;2; ; ; ; ; ; ;417,823624339799
426952;2;2;2;E2;2; ; ; ; ; ; ;417,823624339799
426952;3;3;1;E1;2; ; ; ; ; ; ;417,823624339799
426952;4;3;2;E2;2; ; ; ; ; ; ;417,823624339799
426953;1;1;1;E1;2; ; ; ; ; ; ;1110,8215571482
426953;2;1;2;E2;2; ; ; ; ; ; ;1110,8215571482
426954;1;1;3;E1;2; ; ; ; ; ; ;567,740491644362
426954;2;1;4;E2;2; ; ; ; ; ; ;567,740491644362
426956;3;1;7;E1;1;07320207;2;1; ;10000;3;849,670729761144
426956;4;1;8;E2;2; ; ; ; ; ; ;849,670729761144
426956;5;3;1;E1;1;08300305;1;1; ;5000;5;849,670729761144
426956;6;3;2;E2;2; ; ; ; ; ; ;849,670729761144
426956;7;4;1;E1;2; ; ; ; ; ; ;849,670729761144
426956;8;4;2;E2;2; ; ; ; ; ; ;849,670729761144
426957;2;1;1;E1;2; ; ; ; ; ; ;1033,77057406439
426957;3;1;2;E2;1;09430101;2;1; ;2000;9;1033,77057406439
426957;4;3;1;E1;2; ; ; ; ; ; ;1033,77057406439
426957;5;3;2;E2;2; ; ; ; ; ; ;1033,77057406439
426959;1;2;1;E1;2; ; ; ; ; ; ;770,001557524592
426959;2;2;2;E2;2; ; ; ; ; ; ;770,001557524592
426961;2;2;1;E1;1;07320207;4;1; ;10000;3;567,740491644362
426961;3;2;2;E2;2; ; ; ; ; ; ;567,740491644362
426962;4;1;1;E1;1;07220101;1;1; ;8420;3;835,652217609413
426962;5;1;2;E2;2; ; ; ; ; ; ;835,652217609413
426962;6;3;1;E1;2; ; ; ; ; ; ;835,652217609413
426962;7;3;2;E2;2; ; ; ; ; ; ;835,652217609413
426962;8;4;1;E1;1;08300201;10;6; ;1000; ;835,652217609413
426962;9;4;2;E1;1;08300305;1;6; ;3000; ;835,652217609413
426962;10;4;3;E2;2; ; ; ; ; ; ;835,652217609413
426963;3;2;1;E1;1;07320199;3;1; ;6000;3;562,991245626996
426963;4;2;2;E2;2; ; ; ; ; ; ;562,991245626996
426963;5;4;1;E1;1;08300305;1;1; ;10000;9;562,991245626996
426963;6;4;2;E2;2; ; ; ; ; ; ;562,991245626996
426964;2;1;1;E1;1;07320199;8;1; ;16000;3;904,891240382214
426964;3;1;2;E2;2; ; ; ; ; ; ;904,891240382214
426964;4;6;1;E1;1;07320199;2;1; ;6000;4;904,891240382214
426964;5;6;2;E2;2; ; ; ; ; ; ;904,891240382214
426965;2;1;1;E1;1;07320199;2;1; ;4000;3;807,929900898619
426965;3;1;2;E2;2; ; ; ; ; ; ;807,929900898619
426965;4;3;1;E1;2; ; ; ; ; ; ;807,929900898619
426965;5;3;2;E2;2; ; ; ; ; ; ;807,929900898619
426965;6;4;1;E1;2; ; ; ; ; ; ;807,929900898619
426965;7;4;2;E2;2; ; ; ; ; ; ;807,929900898619
426965;8;5;1;E1;2; ; ; ; ; ; ;807,929900898619
426965;9;5;2;E2;2; ; ; ; ; ; ;807,929900898619
426995;4;1;1;E1;2; ; ; ; ; ; ;449,414348515549
426995;5;1;2;E2;1;02130101;1;3; ;2000;3;449,414348515549
426995;6;3;1;E1;2; ; ; ; ; ; ;449,414348515549
426995;7;3;2;E2;2; ; ; ; ; ; ;449,414348515549
426995;8;4;1;E1;1;08300305;3;1; ;20000;3;449,414348515549
426995;9;4;2;E2;2; ; ; ; ; ; ;449,414348515549
426995;10;5;1;E1;2; ; ; ; ; ; ;449,414348515549
426995;11;5;2;E2;2; ; ; ; ; ; ;449,414348515549
426995;12;6;1;E1;1;07220101;2;1; ;10000;9;449,414348515549
426995;13;6;2;E2;2; ; ; ; ; ; ;449,414348515549
426995;14;7;1;E1;2; ; ; ; ; ; ;449,414348515549
426995;15;7;2;E2;2; ; ; ; ; ; ;449,414348515549
426996;2;1;1;E1;2; ; ; ; ; ; ;617,588091854868
426996;3;1;2;E2;2; ; ; ; ; ; ;617,588091854868
426996;4;3;1;E1;1;08300305;1;1; ;2000;9;617,588091854868
426996;5;3;2;E2;2; ; ; ; ; ; ;617,588091854868
426996;6;4;1;E1;2; ; ; ; ; ; ;617,588091854868
426996;7;4;2;E2;2; ; ; ; ; ; ;617,588091854868
426996;8;5;1;E1;2; ; ; ; ; ; ;617,588091854868
426996;9;5;2;E2;2; ; ; ; ; ; ;617,588091854868
426997;1;1;3;E1;2; ; ; ; ; ; ;547,124840938477
426997;2;1;4;E2;2; ; ; ; ; ; ;547,124840938477
426997;3;3;1;E1;2; ; ; ; ; ; ;547,124840938477
426997;4;3;2;E2;2; ; ; ; ; ; ;547,124840938477
426997;5;4;1;E1;2; ; ; ; ; ; ;547,124840938477
426997;6;4;2;E2;2; ; ; ; ; ; ;547,124840938477
426997;7;6;1;E1;2; ; ; ; ; ; ;547,124840938477
426997;8;6;2;E2;2; ; ; ; ; ; ;547,124840938477
426998;2;1;1;E1;2; ; ; ; ; ; ;471,401007501418
426998;3;1;2;E2;2; ; ; ; ; ; ;471,401007501418
426998;4;3;1;E1;1;07320199;4;1; ;8000;9;471,401007501418
426998;5;3;2;E2;2; ; ; ; ; ; ;471,401007501418
426998;6;4;1;E1;2; ; ; ; ; ; ;471,401007501418
426998;7;4;2;E2;2; ; ; ; ; ; ;471,401007501418
426998;8;5;1;E1;2; ; ; ; ; ; ;471,401007501418
426998;9;5;2;E2;2; ; ; ; ; ; ;471,401007501418
426998;10;6;1;E1;2; ; ; ; ; ; ;471,401007501418
426998;11;6;2;E2;2; ; ; ; ; ; ;471,401007501418
426999;2;1;1;E1;1;07220101;1;1; ;15000;4;371,453125857641
426999;3;1;2;E2;2; ; ; ; ; ; ;371,453125857641
426999;4;3;1;E1;2; ; ; ; ; ; ;371,453125857641
426999;5;3;2;E2;2; ; ; ; ; ; ;371,453125857641
427000;1;1;1;E1;2; ; ; ; ; ; ;553,046429217742
427000;2;1;2;E2;2; ; ; ; ; ; ;553,046429217742
427001;2;1;1;E1;1;07320101;2;1; ;8000;3;544,489476536314
427001;3;1;2;E2;2; ; ; ; ; ; ;544,489476536314
427001;4;3;1;E1;2; ; ; ; ; ; ;544,489476536314
427001;5;3;2;E2;2; ; ; ; ; ; ;544,489476536314
427001;6;4;1;E1;2; ; ; ; ; ; ;544,489476536314
427001;7;4;2;E2;2; ; ; ; ; ; ;544,489476536314
427001;8;5;1;E1;2; ; ; ; ; ; ;544,489476536314
427001;9;5;2;E2;2; ; ; ; ; ; ;544,489476536314
427002;2;1;1;E1;2; ; ; ; ; ; ;693,30177900827
427002;3;1;2;E2;1;02130101;3;1;6;9000;4;693,30177900827
427002;4;3;1;E1;2; ; ; ; ; ; ;693,30177900827
427002;5;3;2;E2;2; ; ; ; ; ; ;693,30177900827
427013;1;1;3;E1;2; ; ; ; ; ; ;886,053274397449
427013;2;1;4;E2;2; ; ; ; ; ; ;886,053274397449
427013;3;3;1;E1;2; ; ; ; ; ; ;886,053274397449
427013;4;3;2;E2;2; ; ; ; ; ; ;886,053274397449
427013;5;4;1;E1;2; ; ; ; ; ; ;886,053274397449
427013;6;4;2;E2;2; ; ; ; ; ; ;886,053274397449
427014;2;1;1;E1;2; ; ; ; ; ; ;486,08124774799
427014;3;1;2;E2;2; ; ; ; ; ; ;486,08124774799
427014;4;3;1;E1;1;07320199;2;1; ;4000;3;486,08124774799
427014;5;3;2;E2;2; ; ; ; ; ; ;486,08124774799
427014;6;4;1;E1;2; ; ; ; ; ; ;486,08124774799
427014;7;4;2;E2;2; ; ; ; ; ; ;486,08124774799
427014;8;5;1;E1;2; ; ; ; ; ; ;486,08124774799
427014;9;5;2;E2;2; ; ; ; ; ; ;486,08124774799
427015;2;1;1;E1;1;07320101;2;1; ;8000;3;636,079714661893
427015;3;1;2;E2;2; ; ; ; ; ; ;636,079714661893
427016;3;2;1;E1;2; ; ; ; ; ; ;616,364569951388
427016;4;2;2;E2;1;08300303;1;1; ;2000;9;616,364569951388
427016;5;3;1;E1;1;07320199;4;1; ;20000;3;616,364569951388
427016;6;3;2;E2;2; ; ; ; ; ; ;616,364569951388
431382;1;1;3;E1;2; ; ; ; ; ; ;749,081215262135
431382;2;1;4;E2;2; ; ; ; ; ; ;749,081215262135
431382;3;3;1;E1;2; ; ; ; ; ; ;749,081215262135
431382;4;3;2;E2;2; ; ; ; ; ; ;749,081215262135
431383;1;1;1;E1;2; ; ; ; ; ; ;756,127895270628
431383;2;1;2;E2;2; ; ; ; ; ; ;756,127895270628
431384;1;2;1;E1;2; ; ; ; ; ; ;1039,74406246534
431384;2;2;2;E2;2; ; ; ; ; ; ;1039,74406246534
431384;3;3;1;E1;2; ; ; ; ; ; ;1039,74406246534
431384;4;3;2;E2;2; ; ; ; ; ; ;1039,74406246534
431384;5;4;1;E1;2; ; ; ; ; ; ;1039,74406246534
431384;6;4;2;E2;2; ; ; ; ; ; ;1039,74406246534
431385;1;2;1;E1;2; ; ; ; ; ; ;843,30925165953
431385;2;2;2;E2;2; ; ; ; ; ; ;843,30925165953
431387;1;2;1;E1;2; ; ; ; ; ; ;752,909732287193
431387;2;2;2;E2;2; ; ; ; ; ; ;752,909732287193
431388;3;2;1;E1;2; ; ; ; ; ; ;1220,75900370508
431388;4;2;2;E2;2; ; ; ; ; ; ;1220,75900370508
431388;5;3;1;E1;1;07320101;2;1; ;3600;3;1220,75900370508
431388;6;3;2;E1;1;07320207;2;1; ;4000;3;1220,75900370508
431388;7;3;3;E2;2; ; ; ; ; ; ;1220,75900370508
431388;8;4;1;E1;2; ; ; ; ; ; ;1220,75900370508
431388;9;4;2;E2;2; ; ; ; ; ; ;1220,75900370508
431388;10;7;1;E1;2; ; ; ; ; ; ;1220,75900370508
431388;11;7;2;E2;2; ; ; ; ; ; ;1220,75900370508
431389;1;1;1;E1;2; ; ; ; ; ; ;1012,83367289427
431389;2;1;2;E2;2; ; ; ; ; ; ;1012,83367289427
431390;2;1;5;E1;1;07220101;1;1; ;9500;3;652,708207488849
431390;3;1;6;E2;2; ; ; ; ; ; ;652,708207488849
431391;3;1;3;E1;1;07220101;1;1; ;9500;3;1299,20896077447
431391;4;1;4;E2;1;09430101;2;1; ;2000;2;1299,20896077447
431392;2;2;1;E1;1;07320207;8;1; ;40000;2;470,078389768474
431392;3;2;2;E2;2; ; ; ; ; ; ;470,078389768474
431393;1;2;3;E1;2; ; ; ; ; ; ;951,016498764325
431393;2;2;4;E2;2; ; ; ; ; ; ;951,016498764325
431393;3;3;1;E1;2; ; ; ; ; ; ;951,016498764325
431393;4;3;2;E2;2; ; ; ; ; ; ;951,016498764325
431469;1;2;3;E1;2; ; ; ; ; ; ;1592,87923671055
431469;2;2;4;E2;2; ; ; ; ; ; ;1592,87923671055
