DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;CAP;NC2R_CE_P1;NC2R_CE_P2;NC2R_CE_P4S1;NC2R_CE_P5S2;NC2R_CE_P6;NC2R_CE_P7;NC2R_CE_P8;FEX_C
135077;1;3;3;E1;2; ; ; ; ; ; ;302,685750558182
135077;2;3;4;E2;2; ; ; ; ; ; ;302,685750558182
135177;1;2;1;E1;2; ; ; ; ; ; ;399,13689694191
135177;2;2;2;E2;2; ; ; ; ; ; ;399,13689694191
135177;3;3;1;E1;2; ; ; ; ; ; ;399,13689694191
135177;4;3;2;E2;2; ; ; ; ; ; ;399,13689694191
135207;1;2;1;E1;2; ; ; ; ; ; ;302,512162214489
135207;2;2;2;E2;2; ; ; ; ; ; ;302,512162214489
135228;1;2;3;E1;2; ; ; ; ; ; ;265,667441587795
135228;2;2;4;E2;2; ; ; ; ; ; ;265,667441587795
135228;3;3;1;E1;2; ; ; ; ; ; ;265,667441587795
135228;4;3;2;E2;2; ; ; ; ; ; ;265,667441587795
135228;5;4;1;E1;2; ; ; ; ; ; ;265,667441587795
135228;6;4;2;E2;2; ; ; ; ; ; ;265,667441587795
135228;7;6;1;E1;1;07320101;2;3; ;4000; ;265,667441587795
135228;8;6;2;E2;2; ; ; ; ; ; ;265,667441587795
135229;1;2;1;E1;1;07320101;2;1; ;4000;3;351,098397447205
135229;2;2;2;E2;2; ; ; ; ; ; ;351,098397447205
135229;3;3;1;E1;2; ; ; ; ; ; ;351,098397447205
135229;4;3;2;E2;2; ; ; ; ; ; ;351,098397447205
135229;5;4;1;E1;2; ; ; ; ; ; ;351,098397447205
135229;6;4;2;E2;2; ; ; ; ; ; ;351,098397447205
135230;1;2;1;E1;2; ; ; ; ; ; ;403,065204980915
135230;2;2;2;E2;2; ; ; ; ; ; ;403,065204980915
135232;1;2;1;E1;1;07320101;14;1; ;28000;1;555,900654797468
135232;2;2;2;E2;2; ; ; ; ; ; ;555,900654797468
135232;3;3;1;E1;2; ; ; ; ; ; ;555,900654797468
135232;4;3;2;E2;1;02130102;2;3; ;2000; ;555,900654797468
135232;5;5;1;E1;1;07320101;2;1; ;4000;9;555,900654797468
135232;6;5;2;E1;1;08300203;2;1; ;5000;2;555,900654797468
135232;7;5;3;E2;2; ; ; ; ; ; ;555,900654797468
135234;1;1;1;E1;2; ; ; ; ; ; ;851,068093475446
135234;2;1;2;E2;2; ; ; ; ; ; ;851,068093475446
135238;1;2;5;E1;2; ; ; ; ; ; ;453,517820800058
135238;2;2;6;E2;2; ; ; ; ; ; ;453,517820800058
135238;3;3;1;E1;2; ; ; ; ; ; ;453,517820800058
135238;4;3;2;E2;2; ; ; ; ; ; ;453,517820800058
135239;1;2;1;E1;2; ; ; ; ; ; ;606,504900437846
135239;2;2;2;E2;2; ; ; ; ; ; ;606,504900437846
135239;3;3;1;E1;2; ; ; ; ; ; ;606,504900437846
135239;4;3;2;E2;2; ; ; ; ; ; ;606,504900437846
135239;5;4;1;E1;2; ; ; ; ; ; ;606,504900437846
135239;6;4;2;E2;2; ; ; ; ; ; ;606,504900437846
135241;1;2;1;E1;2; ; ; ; ; ; ;591,884912267036
135241;2;2;2;E2;2; ; ; ; ; ; ;591,884912267036
135242;1;2;3;E1;2; ; ; ; ; ; ;556,052284618703
135242;2;2;4;E2;2; ; ; ; ; ; ;556,052284618703
135242;3;3;1;E1;2; ; ; ; ; ; ;556,052284618703
135242;4;3;2;E2;2; ; ; ; ; ; ;556,052284618703
135243;1;2;1;E1;2; ; ; ; ; ; ;222,631166674831
135243;2;2;2;E2;2; ; ; ; ; ; ;222,631166674831
135244;1;2;3;E1;2; ; ; ; ; ; ;302,512162214489
135244;2;2;4;E2;2; ; ; ; ; ; ;302,512162214489
135255;1;2;1;E1;2; ; ; ; ; ; ;407,38973677121
135255;2;2;2;E2;2; ; ; ; ; ; ;407,38973677121
135257;1;2;3;E1;1;07320101;2;1; ;4000;4;613,327465015036
135257;2;2;4;E2;2; ; ; ; ; ; ;613,327465015036
135257;3;3;1;E1;1;07320101;2;1; ;4000;4;613,327465015036
135257;4;3;2;E2;2; ; ; ; ; ; ;613,327465015036
143770;1;1;1;E1;2; ; ; ; ; ; ;1192,10520183225
143770;2;1;2;E2;2; ; ; ; ; ; ;1192,10520183225
143770;3;3;1;E1;2; ; ; ; ; ; ;1192,10520183225
143770;4;3;2;E2;2; ; ; ; ; ; ;1192,10520183225
143815;1;1;3;E1;2; ; ; ; ; ; ;902,689183204314
143815;2;1;4;E2;2; ; ; ; ; ; ;902,689183204314
143816;1;2;1;E1;2; ; ; ; ; ; ;1232,13890864383
143816;2;2;2;E2;2; ; ; ; ; ; ;1232,13890864383
143817;1;2;1;E1;2; ; ; ; ; ; ;1375,55577837058
143817;2;2;2;E2;2; ; ; ; ; ; ;1375,55577837058
143817;3;3;1;E1;2; ; ; ; ; ; ;1375,55577837058
143817;4;3;2;E2;2; ; ; ; ; ; ;1375,55577837058
143817;5;4;1;E1;2; ; ; ; ; ; ;1375,55577837058
143817;6;4;2;E2;2; ; ; ; ; ; ;1375,55577837058
143824;1;1;3;E1;2; ; ; ; ; ; ;1403,50487029106
143824;2;1;4;E2;2; ; ; ; ; ; ;1403,50487029106
143824;3;3;1;E1;2; ; ; ; ; ; ;1403,50487029106
143824;4;3;2;E2;2; ; ; ; ; ; ;1403,50487029106
143824;5;4;1;E1;2; ; ; ; ; ; ;1403,50487029106
143824;6;4;2;E2;2; ; ; ; ; ; ;1403,50487029106
143824;7;7;1;E1;2; ; ; ; ; ; ;1403,50487029106
143824;8;7;2;E2;2; ; ; ; ; ; ;1403,50487029106
143824;9;8;1;E1;2; ; ; ; ; ; ;1403,50487029106
143824;10;8;2;E2;2; ; ; ; ; ; ;1403,50487029106
143826;1;3;1;E1;2; ; ; ; ; ; ;1130,83511470498
143826;2;3;2;E2;2; ; ; ; ; ; ;1130,83511470498
143826;3;4;1;E1;2; ; ; ; ; ; ;1130,83511470498
143826;4;4;2;E2;2; ; ; ; ; ; ;1130,83511470498
143834;1;1;1;E1;2; ; ; ; ; ; ;880,360951624111
143834;2;1;2;E2;2; ; ; ; ; ; ;880,360951624111
143835;1;1;1;E1;2; ; ; ; ; ; ;1402,49251762068
143835;2;1;2;E2;2; ; ; ; ; ; ;1402,49251762068
143835;3;3;1;E1;2; ; ; ; ; ; ;1402,49251762068
143835;4;3;2;E2;2; ; ; ; ; ; ;1402,49251762068
143835;5;4;1;E1;2; ; ; ; ; ; ;1402,49251762068
143835;6;4;2;E2;2; ; ; ; ; ; ;1402,49251762068
143836;1;2;1;E1;2; ; ; ; ; ; ;1078,37357793069
143836;2;2;2;E2;1;02130102;22,2222222222222;1;6;50000;9;1078,37357793069
143836;3;3;1;E1;2; ; ; ; ; ; ;1078,37357793069
143836;4;3;2;E2;2; ; ; ; ; ; ;1078,37357793069
143837;1;2;1;E1;2; ; ; ; ; ; ;1130,15243100743
143837;2;2;2;E2;2; ; ; ; ; ; ;1130,15243100743
143838;1;2;5;E1;2; ; ; ; ; ; ;1372,68272202523
143838;2;2;6;E2;2; ; ; ; ; ; ;1372,68272202523
143838;3;3;1;E1;2; ; ; ; ; ; ;1372,68272202523
143838;4;3;2;E2;2; ; ; ; ; ; ;1372,68272202523
143838;5;4;1;E1;2; ; ; ; ; ; ;1372,68272202523
143838;6;4;2;E2;2; ; ; ; ; ; ;1372,68272202523
143838;7;5;1;E1;2; ; ; ; ; ; ;1372,68272202523
143838;8;5;2;E2;2; ; ; ; ; ; ;1372,68272202523
143844;1;2;1;E1;2; ; ; ; ; ; ;1575,69242045614
143844;2;2;2;E2;1;08300303;2;1; ;2000;3;1575,69242045614
143844;3;3;1;E1;2; ; ; ; ; ; ;1575,69242045614
143844;4;3;2;E2;2; ; ; ; ; ; ;1575,69242045614
143850;1;1;1;E1;2; ; ; ; ; ; ;754,27524135324
143850;2;1;2;E2;2; ; ; ; ; ; ;754,27524135324
143850;3;3;1;E1;2; ; ; ; ; ; ;754,27524135324
143850;4;3;2;E2;2; ; ; ; ; ; ;754,27524135324
148172;1;1;1;E1;2; ; ; ; ; ; ;268,143768464391
148172;2;1;2;E2;2; ; ; ; ; ; ;268,143768464391
148173;1;1;1;E1;2; ; ; ; ; ; ;488,267558383505
148173;2;1;2;E2;1;09430101;1;1; ;2000;4;488,267558383505
148173;3;3;1;E1;1;07320199;10;1; ;30000;1;488,267558383505
148173;4;3;2;E2;2; ; ; ; ; ; ;488,267558383505
148173;5;4;1;E1;1;07320199;10;1; ;30000;2;488,267558383505
148173;6;4;2;E2;2; ; ; ; ; ; ;488,267558383505
148173;7;5;1;E1;2; ; ; ; ; ; ;488,267558383505
148173;8;5;2;E2;2; ; ; ; ; ; ;488,267558383505
148174;1;2;1;E1;2; ; ; ; ; ; ;281,8141341471
148174;2;2;2;E2;2; ; ; ; ; ; ;281,8141341471
148178;1;2;1;E1;2; ; ; ; ; ; ;259,698884781427
148178;2;2;2;E2;2; ; ; ; ; ; ;259,698884781427
148178;3;3;1;E1;1;07220101;4,75;1; ;7450;3;259,698884781427
148178;4;3;2;E2;1;11110601;20;1;16;45000;3;259,698884781427
148179;1;2;1;E1;2; ; ; ; ; ; ;444,837447472543
148179;2;2;2;E2;2; ; ; ; ; ; ;444,837447472543
148179;3;3;1;E1;2; ; ; ; ; ; ;444,837447472543
148179;4;3;2;E2;2; ; ; ; ; ; ;444,837447472543
148180;1;1;3;E1;2; ; ; ; ; ; ;333,689128741026
148180;2;1;4;E2;2; ; ; ; ; ; ;333,689128741026
148180;3;3;1;E1;2; ; ; ; ; ; ;333,689128741026
148180;4;3;2;E2;2; ; ; ; ; ; ;333,689128741026
148181;1;1;1;E1;2; ; ; ; ; ; ;327,910987333575
148181;2;1;2;E2;2; ; ; ; ; ; ;327,910987333575
148181;3;3;1;E1;2; ; ; ; ; ; ;327,910987333575
148181;4;3;2;E2;1;08300303;1;1; ;1500;3;327,910987333575
148182;1;2;1;E1;2; ; ; ; ; ; ;284,836450451323
148182;2;2;2;E2;2; ; ; ; ; ; ;284,836450451323
148182;3;3;1;E1;2; ; ; ; ; ; ;284,836450451323
148182;4;3;2;E2;2; ; ; ; ; ; ;284,836450451323
148182;5;4;1;E1;2; ; ; ; ; ; ;284,836450451323
148182;6;4;2;E2;2; ; ; ; ; ; ;284,836450451323
148307;1;1;1;E1;1;07320207;7;1; ;28000;3;808,960695315953
148307;2;1;2;E2;2; ; ; ; ; ; ;808,960695315953
148307;3;3;1;E1;1;07320207;2;1; ;4000;9;808,960695315953
148307;4;3;2;E2;1;08300303;1;1; ;1000;9;808,960695315953
148307;5;4;1;E1;2; ; ; ; ; ; ;808,960695315953
148307;6;4;2;E2;1;12709902;1;1; ;800;9;808,960695315953
148308;1;2;1;E1;2; ; ; ; ; ; ;1205,29248179276
148308;2;2;2;E2;2; ; ; ; ; ; ;1205,29248179276
148309;1;2;1;E1;1;07220101;1;1; ;10000;2;1499,48331242122
148309;2;2;2;E2;2; ; ; ; ; ; ;1499,48331242122
148310;1;2;1;E1;1;07320207;12;1; ;42000;3;1571,90953638208
148310;2;2;2;E2;2; ; ; ; ; ; ;1571,90953638208
148311;1;2;1;E1;2; ; ; ; ; ; ;1411,51521500002
148311;2;2;2;E2;2; ; ; ; ; ; ;1411,51521500002
148312;1;1;1;E1;1;07320207;2;1; ;7000;3;1241,70465160409
148312;2;1;2;E2;2; ; ; ; ; ; ;1241,70465160409
148312;3;3;1;E1;1;07320207;2;1; ;7000;3;1241,70465160409
148312;4;3;2;E2;2; ; ; ; ; ; ;1241,70465160409
148312;5;4;1;E1;2; ; ; ; ; ; ;1241,70465160409
148312;6;4;2;E2;2; ; ; ; ; ; ;1241,70465160409
148313;1;1;1;E1;2; ; ; ; ; ; ;1295,15862749755
148313;2;1;2;E2;2; ; ; ; ; ; ;1295,15862749755
148313;3;3;1;E1;1;07320207;12;1; ;42000;3;1295,15862749755
148313;4;3;2;E2;2; ; ; ; ; ; ;1295,15862749755
148583;1;1;1;E1;1;07320199;2;1; ;8000;4;482,120945579158
148583;2;1;2;E2;2; ; ; ; ; ; ;482,120945579158
148585;1;2;1;E1;2; ; ; ; ; ; ;282,657591195881
148585;2;2;2;E2;2; ; ; ; ; ; ;282,657591195881
148585;3;3;1;E1;2; ; ; ; ; ; ;282,657591195881
148585;4;3;2;E2;2; ; ; ; ; ; ;282,657591195881
148585;5;5;1;E1;2; ; ; ; ; ; ;282,657591195881
148585;6;5;2;E2;2; ; ; ; ; ; ;282,657591195881
148585;7;6;1;E1;2; ; ; ; ; ; ;282,657591195881
148585;8;6;2;E2;2; ; ; ; ; ; ;282,657591195881
148586;1;2;1;E1;2; ; ; ; ; ; ;390,810170483967
148586;2;2;2;E2;2; ; ; ; ; ; ;390,810170483967
148587;1;1;1;E1;2; ; ; ; ; ; ;373,501048420271
148587;2;1;2;E2;2; ; ; ; ; ; ;373,501048420271
148588;1;1;1;E1;2; ; ; ; ; ; ;399,234489017662
148588;2;1;2;E2;2; ; ; ; ; ; ;399,234489017662
148588;3;3;1;E1;2; ; ; ; ; ; ;399,234489017662
148588;4;3;2;E2;2; ; ; ; ; ; ;399,234489017662
148588;5;4;1;E1;2; ; ; ; ; ; ;399,234489017662
148588;6;4;2;E2;2; ; ; ; ; ; ;399,234489017662
148590;1;2;1;E1;2; ; ; ; ; ; ;344,051250179991
148590;2;2;2;E2;1;08300303;2;1; ;1500;9;344,051250179991
148590;3;3;1;E1;1;07320101;6;1; ;12000;4;344,051250179991
148590;4;3;2;E2;1;08300303;1;1; ;1000;2;344,051250179991
148590;5;4;1;E1;2; ; ; ; ; ; ;344,051250179991
148590;6;4;2;E2;1;08300303;1;1; ;1000;3;344,051250179991
148591;1;1;3;E1;2; ; ; ; ; ; ;308,818054272124
148591;2;1;4;E2;1;09430101;1;1; ;1000;2;308,818054272124
148591;3;3;1;E1;2; ; ; ; ; ; ;308,818054272124
148591;4;3;2;E2;1;08300303;1;1; ;1200;2;308,818054272124
148591;5;4;1;E1;2; ; ; ; ; ; ;308,818054272124
148591;6;4;2;E2;1;08300303;1;1; ;1200;2;308,818054272124
148591;7;6;1;E1;2; ; ; ; ; ; ;308,818054272124
148591;8;6;2;E2;1;09430101;2;1; ;500;2;308,818054272124
148591;9;7;1;E1;2; ; ; ; ; ; ;308,818054272124
148591;10;7;2;E2;2; ; ; ; ; ; ;308,818054272124
148751;1;2;1;E1;2; ; ; ; ; ; ;548,559072298295
148751;2;2;2;E2;2; ; ; ; ; ; ;548,559072298295
148751;3;3;1;E1;2; ; ; ; ; ; ;548,559072298295
148751;4;3;2;E2;2; ; ; ; ; ; ;548,559072298295
148752;1;1;1;E1;2; ; ; ; ; ; ;670,482158873047
148752;2;1;2;E2;1;09430101;1;1; ;2000;9;670,482158873047
148752;3;3;1;E1;2; ; ; ; ; ; ;670,482158873047
148752;4;3;2;E2;1;08300303;2;1; ;400;2;670,482158873047
148753;1;2;3;E1;2; ; ; ; ; ; ;270,412697148375
148753;2;2;4;E2;2; ; ; ; ; ; ;270,412697148375
148755;1;2;1;E1;1;07320101;5;1; ;5000;3;490,793646202772
148755;2;2;2;E2;2; ; ; ; ; ; ;490,793646202772
148757;1;2;1;E1;1;07320101;2;1; ;5000;5;270,412697148375
148757;3;2;3;E2;1;08300303;1;1; ;1000;3;270,412697148375
148757;4;2;4;E2;1;09430101;,666666666666666;1; ;1000;3;270,412697148375
148757;5;3;1;E1;2; ; ; ; ; ; ;270,412697148375
148757;6;3;2;E2;1;08300303;1;1; ;1000;4;270,412697148375
148758;1;2;1;E1;2; ; ; ; ; ; ;615,491612925941
148758;2;2;2;E2;2; ; ; ; ; ; ;615,491612925941
148758;3;3;1;E1;1;07320101;5;1; ;15000;4;615,491612925941
148758;4;3;2;E2;2; ; ; ; ; ; ;615,491612925941
148759;1;1;1;E1;1;07320101;6;1; ;12000;3;418,90552358064
148759;2;1;2;E2;2; ; ; ; ; ; ;418,90552358064
148759;3;3;1;E1;2; ; ; ; ; ; ;418,90552358064
148759;4;3;2;E2;1;08300303;1;1; ;2000;3;418,90552358064
148759;5;4;1;E1;2; ; ; ; ; ; ;418,90552358064
148759;6;4;2;E2;1;08300303;1;1; ;2000;3;418,90552358064
148760;1;2;1;E1;2; ; ; ; ; ; ;496,763325367342
148760;2;2;2;E2;2; ; ; ; ; ; ;496,763325367342
148760;3;3;1;E1;2; ; ; ; ; ; ;496,763325367342
148760;4;3;2;E2;2; ; ; ; ; ; ;496,763325367342
148761;1;1;1;E1;2; ; ; ; ; ; ;311,07998464376
148761;2;1;2;E2;2; ; ; ; ; ; ;311,07998464376
148763;1;2;1;E1;1;07320101;8;1; ;24000;3;425,388940382382
148763;2;2;2;E1;1;07320199;8;1; ;8000;3;425,388940382382
148763;3;2;3;E2;2; ; ; ; ; ; ;425,388940382382
148763;4;3;1;E1;2; ; ; ; ; ; ;425,388940382382
148763;5;3;2;E2;2; ; ; ; ; ; ;425,388940382382
148765;1;2;1;E1;1;07320101;2;1; ;6000;9;385,964568953013
148765;2;2;2;E1;1;07320199;1;1; ;4000;9;385,964568953013
148765;3;2;3;E2;2; ; ; ; ; ; ;385,964568953013
148765;4;3;1;E1;2; ; ; ; ; ; ;385,964568953013
148765;5;3;2;E2;2; ; ; ; ; ; ;385,964568953013
148765;6;4;1;E1;1;07320101;2;1; ;3000;1;385,964568953013
148765;7;4;2;E2;2; ; ; ; ; ; ;385,964568953013
148766;1;1;1;E1;2; ; ; ; ; ; ;361,982965132212
148766;2;1;2;E2;2; ; ; ; ; ; ;361,982965132212
148767;1;1;3;E1;2; ; ; ; ; ; ;364,217790984236
148767;2;1;4;E2;2; ; ; ; ; ; ;364,217790984236
148767;3;3;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;4;3;2;E2;2; ; ; ; ; ; ;364,217790984236
148767;5;4;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;6;4;2;E2;2; ; ; ; ; ; ;364,217790984236
148767;7;5;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;8;5;2;E2;2; ; ; ; ; ; ;364,217790984236
148767;9;6;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;10;6;2;E2;2; ; ; ; ; ; ;364,217790984236
148767;11;7;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;12;7;2;E2;2; ; ; ; ; ; ;364,217790984236
148767;13;8;1;E1;2; ; ; ; ; ; ;364,217790984236
148767;14;8;2;E2;2; ; ; ; ; ; ;364,217790984236
148768;1;1;3;E1;2; ; ; ; ; ; ;265,387943361162
148768;2;1;4;E2;1;09430101;5;1; ;500;1;265,387943361162
148768;3;3;1;E1;2; ; ; ; ; ; ;265,387943361162
148768;4;3;2;E2;2; ; ; ; ; ; ;265,387943361162
148768;5;4;1;E1;2; ; ; ; ; ; ;265,387943361162
148768;6;4;2;E2;2; ; ; ; ; ; ;265,387943361162
148777;1;2;1;E1;2; ; ; ; ; ; ;361,462324060924
148777;2;2;2;E2;2; ; ; ; ; ; ;361,462324060924
148777;3;3;1;E1;2; ; ; ; ; ; ;361,462324060924
148777;4;3;2;E2;2; ; ; ; ; ; ;361,462324060924
148777;5;4;1;E1;2; ; ; ; ; ; ;361,462324060924
148777;6;4;2;E2;2; ; ; ; ; ; ;361,462324060924
148778;1;2;1;E1;2; ; ; ; ; ; ;462,396965558758
148778;2;2;2;E2;2; ; ; ; ; ; ;462,396965558758
148780;1;2;3;E1;1;07220101;2;1; ;20000;4;350,862679848348
148780;2;2;4;E2;1;09430101;1;1; ;2000;1;350,862679848348
148781;1;2;1;E1;1;07320199;5;1; ;5000;3;426,868171272309
148781;2;2;2;E2;2; ; ; ; ; ; ;426,868171272309
148782;1;2;1;E1;1;07320199;1;1; ;1000;9;423,958619716489
148782;2;2;2;E2;2; ; ; ; ; ; ;423,958619716489
148782;3;3;1;E1;1;07320199;2;1; ;2000;9;423,958619716489
148782;4;3;2;E2;2; ; ; ; ; ; ;423,958619716489
148783;1;2;3;E1;1;08300203;2;1; ;900;2;481,665701340461
148783;2;2;4;E2;1;02130101;3;1;6;5400;3;481,665701340461
148783;3;3;1;E1;2; ; ; ; ; ; ;481,665701340461
148783;4;3;2;E2;2; ; ; ; ; ; ;481,665701340461
148785;1;2;3;E1;2; ; ; ; ; ; ;480,708022179444
148785;2;2;4;E2;1;02130101;4;1;6;6800;9;480,708022179444
148786;1;2;5;E1;2; ; ; ; ; ; ;293,176253187203
148786;2;2;6;E2;2; ; ; ; ; ; ;293,176253187203
148786;3;3;1;E1;2; ; ; ; ; ; ;293,176253187203
148786;4;3;2;E2;2; ; ; ; ; ; ;293,176253187203
148797;1;1;3;E1;1;07320207;2;1; ;7000;3;1466,38849641551
148797;2;1;4;E2;1;09430101;1;1; ;2000;3;1466,38849641551
148798;1;1;1;E1;2; ; ; ; ; ; ;1493,32452073595
148798;2;1;2;E2;2; ; ; ; ; ; ;1493,32452073595
148836;1;2;1;E1;2; ; ; ; ; ; ;490,793646202772
148836;2;2;2;E2;2; ; ; ; ; ; ;490,793646202772
148838;1;1;1;E1;2; ; ; ; ; ; ;548,559072298295
148838;2;1;2;E2;1;09430103;1;1;16;1000;9;548,559072298295
148838;3;3;1;E1;2; ; ; ; ; ; ;548,559072298295
148838;4;3;2;E2;2; ; ; ; ; ; ;548,559072298295
148840;1;1;1;E1;1;07220101;2;1; ;20000;3;546,081281301052
148840;2;1;2;E2;1;09430101;1;1; ;5000;3;546,081281301052
148840;3;3;1;E1;1;07320101;12;1; ;60000;3;546,081281301052
148840;4;3;2;E2;2; ; ; ; ; ; ;546,081281301052
148840;5;4;1;E1;2; ; ; ; ; ; ;546,081281301052
148840;6;4;2;E2;1;08300303;1;1; ;10000;3;546,081281301052
148841;1;2;1;E1;2; ; ; ; ; ; ;377,465202143428
148841;2;2;2;E2;1;08300303;2;1; ;2000;2;377,465202143428
148845;1;1;1;E1;1;07320199;2;1; ;2400;9;495,15424214603
148845;2;1;2;E2;2; ; ; ; ; ; ;495,15424214603
148845;3;3;1;E1;2; ; ; ; ; ; ;495,15424214603
148845;4;3;2;E2;2; ; ; ; ; ; ;495,15424214603
148846;1;1;1;E1;2; ; ; ; ; ; ;377,022866845224
148846;2;1;2;E2;2; ; ; ; ; ; ;377,022866845224
148846;3;3;1;E1;2; ; ; ; ; ; ;377,022866845224
148846;4;3;2;E2;2; ; ; ; ; ; ;377,022866845224
148848;1;2;1;E1;2; ; ; ; ; ; ;495,15424214603
148848;2;2;2;E2;2; ; ; ; ; ; ;495,15424214603
148848;3;3;1;E1;2; ; ; ; ; ; ;495,15424214603
148848;4;3;2;E2;2; ; ; ; ; ; ;495,15424214603
148850;1;2;1;E1;2; ; ; ; ; ; ;343,151267440238
148850;2;2;2;E2;2; ; ; ; ; ; ;343,151267440238
148850;3;3;1;E1;2; ; ; ; ; ; ;343,151267440238
148850;4;3;2;E2;2; ; ; ; ; ; ;343,151267440238
148850;5;4;1;E1;1;07320199;2;1; ;2000;4;343,151267440238
148850;6;4;2;E2;2; ; ; ; ; ; ;343,151267440238
148851;1;1;1;E1;2; ; ; ; ; ; ;531,927891038987
148851;2;1;2;E2;2; ; ; ; ; ; ;531,927891038987
148851;3;4;1;E1;2; ; ; ; ; ; ;531,927891038987
148851;4;4;2;E2;2; ; ; ; ; ; ;531,927891038987
148851;5;8;1;E1;1;07320199;3;1; ;3000;9;531,927891038987
148851;6;8;2;E2;2; ; ; ; ; ; ;531,927891038987
148852;1;2;1;E1;2; ; ; ; ; ; ;361,462324060924
148852;2;2;2;E2;2; ; ; ; ; ; ;361,462324060924
148852;3;3;1;E1;2; ; ; ; ; ; ;361,462324060924
148852;4;3;2;E2;2; ; ; ; ; ; ;361,462324060924
148852;5;4;1;E1;2; ; ; ; ; ; ;361,462324060924
148852;6;4;2;E2;2; ; ; ; ; ; ;361,462324060924
148853;1;2;1;E1;2; ; ; ; ; ; ;361,462324060924
148853;2;2;2;E2;2; ; ; ; ; ; ;361,462324060924
148853;3;3;1;E1;2; ; ; ; ; ; ;361,462324060924
148853;4;3;2;E2;2; ; ; ; ; ; ;361,462324060924
148853;5;4;1;E1;2; ; ; ; ; ; ;361,462324060924
148853;6;4;2;E2;2; ; ; ; ; ; ;361,462324060924
148866;1;2;1;E1;2; ; ; ; ; ; ;377,465202143428
148866;2;2;2;E2;2; ; ; ; ; ; ;377,465202143428
148866;3;3;1;E1;2; ; ; ; ; ; ;377,465202143428
148866;4;3;2;E2;2; ; ; ; ; ; ;377,465202143428
148867;1;1;3;E1;2; ; ; ; ; ; ;795,180125596217
148867;2;1;4;E2;2; ; ; ; ; ; ;795,180125596217
148867;3;3;1;E1;2; ; ; ; ; ; ;795,180125596217
148867;4;3;2;E2;2; ; ; ; ; ; ;795,180125596217
148867;5;4;1;E1;2; ; ; ; ; ; ;795,180125596217
148867;6;4;2;E2;2; ; ; ; ; ; ;795,180125596217
148872;1;2;3;E1;2; ; ; ; ; ; ;331,156509859471
148872;2;2;4;E2;2; ; ; ; ; ; ;331,156509859471
148872;3;3;1;E1;2; ; ; ; ; ; ;331,156509859471
148872;4;3;2;E2;2; ; ; ; ; ; ;331,156509859471
148876;1;1;1;E1;2; ; ; ; ; ; ;609,201305317751
148876;2;1;2;E2;2; ; ; ; ; ; ;609,201305317751
148877;1;2;1;E1;2; ; ; ; ; ; ;373,829357481148
148877;2;2;2;E2;1;02130101;10;1;6;20000;4;373,829357481148
148877;3;3;1;E1;2; ; ; ; ; ; ;373,829357481148
148877;4;3;2;E2;2; ; ; ; ; ; ;373,829357481148
148877;5;4;1;E1;1;08300203;30;1; ;3000;3;373,829357481148
148877;6;4;2;E2;1;02130101;5;1;16;10000;4;373,829357481148
148880;1;1;1;E1;1;07320101;2;1; ;6000;4;547,42350787207
148880;2;1;2;E2;2; ; ; ; ; ; ;547,42350787207
148880;3;2;1;E1;1;07320101;3;1; ;6000;3;547,42350787207
148880;4;2;2;E2;1;09430101;1;1; ;1000;3;547,42350787207
148880;5;4;1;E1;2; ; ; ; ; ; ;547,42350787207
148880;6;4;2;E2;2; ; ; ; ; ; ;547,42350787207
148880;7;5;1;E1;2; ; ; ; ; ; ;547,42350787207
148880;8;5;2;E2;2; ; ; ; ; ; ;547,42350787207
148881;1;2;1;E1;1;07320101;2;1; ;4000;2;553,330481386801
148881;2;2;2;E2;2; ; ; ; ; ; ;553,330481386801
148882;1;1;1;E1;2; ; ; ; ; ; ;367,43790605062
148882;2;1;2;E2;2; ; ; ; ; ; ;367,43790605062
148884;1;2;1;E1;2; ; ; ; ; ; ;428,929603814806
148884;2;2;2;E2;2; ; ; ; ; ; ;428,929603814806
148884;3;3;1;E1;1;08300203;20;1; ;4000;3;428,929603814806
148884;4;3;2;E2;2; ; ; ; ; ; ;428,929603814806
148885;1;1;1;E1;2; ; ; ; ; ; ;1016,63686209399
148885;2;1;2;E2;2; ; ; ; ; ; ;1016,63686209399
148885;3;3;1;E1;1;07320101;5;1; ;3500;1;1016,63686209399
148885;4;3;2;E2;2; ; ; ; ; ; ;1016,63686209399
148885;5;5;1;E1;1;07320101;17,5;1; ;35000;3;1016,63686209399
148885;6;5;2;E2;2; ; ; ; ; ; ;1016,63686209399
148895;1;2;1;E1;2; ; ; ; ; ; ;338,67902276595
148895;2;2;2;E2;1;08300303;2;1; ;2400;2;338,67902276595
148900;1;2;3;E1;1;08300203;20;1; ;3000;3;679,38151384492
148900;2;2;4;E2;2; ; ; ; ; ; ;679,38151384492
148900;3;3;1;E1;2; ; ; ; ; ; ;679,38151384492
148900;4;3;2;E2;2; ; ; ; ; ; ;679,38151384492
148900;5;4;1;E1;2; ; ; ; ; ; ;679,38151384492
148900;6;4;2;E2;2; ; ; ; ; ; ;679,38151384492
