"DIRECTORIO";"Gto_CapC"
470333;323200
470334;88000
470336;160000
470337;39000
470338;340200
470339;316500
470340;35000
470347;16800
470349;231000
470350;20000
470351;33000
470352;79700
470353;3700
470355;3500
470356;57600
470357;2500
470358;188500
470359;60000
470362;110000
470363;345800
470364;197000
470365;101500
470366;31600
470367;235300
470368;118550
470370;104300
470371;77000
470373;8700
470376;14400
470377;15000
470378;40000
470379;253200
470380;209500
470382;78500
470383;20000
470384;26400
470385;241300
470386;3200
470387;28200
470388;37500
470389;98500
470390;193000
470391;78600
470394;66500
470396;70600
470397;61800
470399;160000
470400;15000
470402;1000
470403;32200
470404;14950
470405;19000
470406;60000
470407;52800
470409;184500
470412;27733.3333333333
470413;32666.6666666667
470414;33000
470415;45683.3333333333
470416;59500
470417;108000
470418;38000
470419;50350
470420;139200
470421;14000
470422;51750
470423;5500
470424;81400
470425;43000
470426;188600
470427;32500
470428;323900
470429;50500
470430;248000
470431;12583.3333333333
470432;1500
470433;3000
470435;353366.666666667
470436;50000
470437;146300
470438;129700
470440;4500
470441;62900
470442;60000
470443;62200
470444;10000
470445;93000
470446;10100
470447;54200
470449;6000
470450;149100
470452;81200
470453;90000
470454;169800
470455;8500
470458;9300
470459;19200
470460;20000
470461;305300
470462;34100
470463;14000
470465;49500
470466;50000
470467;94700
470470;16266.6666666667
470471;31300
470472;95200
470473;15000
470475;40000
470476;85000
470477;126200
470478;3800
470479;352800
470480;37000
470482;20000
470484;24100
470485;395800
470487;6000
470489;77150
470490;2000
470491;246000
470492;342000
470493;317600
470495;149350
470497;102500
470498;188000
470499;19500
470501;23000
470502;15000
470503;25000
470504;10000
470505;39000
470507;180000
470509;79000
470511;6800
470512;34966.6666666667
470513;39100
470570;5000
470687;2000
470740;54000
470746;114600
471130;309300
471131;17000
471132;185700
471134;155500
471135;11200
471146;6800
471179;10000
471200;14500
471201;48000
471227;20000
471253;21000
471328;125000
471330;21000
471331;32400
471360;43800
471361;122033.333333333
471362;30000
471365;329266.666666667
471366;150000
471367;76900
471368;268766.666666667
471369;119000
471371;32000
471374;83700
471375;30000
471452;240000
471672;16900
471673;10200
471674;50500
471679;7200
471787;41900
471788;30000
471789;129500
471790;24000
471797;12900
471798;54000
471799;2000
471800;19900
471801;9200
471802;65700
471803;7000
471804;3750
471805;17000
471807;227800
471811;70400
471812;21600
471813;117500
471815;103400
471818;162790
471819;24000
471820;45500
471821;30800
471822;47800
471823;10000
471824;17700
471825;15000
471830;5500
471831;136000
471833;63700
471834;145000
471841;136100
471843;6900
471844;9000
471854;144500
471871;9000
471873;23500
471874;110900
471875;5000
471877;75300
471878;18500
471879;19800
471881;32200
471908;21400
471909;39000
471910;44000
471912;95000
471914;79400
471943;33000
471946;115500
471948;20700
471952;21000
471971;20400
471972;29200
471973;105000
471977;47100
471979;44200
471983;20000
471984;42000
471985;72650
471989;282300
471990;50000
471991;10000
471992;35000
471993;57300
471994;88000
471995;51700
471996;335900
471997;298500
471998;94000
471999;289000
472000;1500
472002;160500
472003;124000
472004;88000
472005;10000
472007;180000
472010;17000
472011;10000
472013;2000
472042;2000
472043;92000
472044;18000
472045;56700
472047;26450
472048;130500
472049;15500
472050;206000
472052;178150
472054;57300
472055;30000
472056;51000
472057;15000
472058;6500
472059;103500
472066;4000
472067;20500
472068;61400
472071;77500
472072;13800
472073;83000
472081;58500
472338;175800
472339;138416.666666667
472340;237000
472542;204000
472548;95300
472555;118400
472568;63700
472569;148100
472570;74100
472571;149300
472575;61000
472576;47300
472577;152000
472578;29500
472579;6000
472581;329700
472585;24000
472587;17000
472590;119400
472592;19600
472593;48000
472594;24500
472595;6000
472596;400
472598;153200
472599;106800
472600;18000
472601;68400
472602;17100
472603;112000
472604;36500
472605;12000
472606;241600
472607;197800
472610;32000
472611;359000
472616;46000
472626;7000
472627;15133.3333333333
472628;83000
472630;19500
472641;3000
472642;7000
472643;63000
472657;341000
472680;19800
472681;38500
472682;17000
472683;104800
472685;86000
472686;52000
472688;44100
472689;16000
472690;5500
472691;12900
472692;139000
472693;18000
472695;1500
472696;41000
472699;3800
472700;11000
472701;13000
472702;115100
472703;130000
472705;4500
472706;7500
472708;14000
472709;10000
472712;25000
472713;542000
472714;15966.6666666667
472715;8200
472716;8000
472717;20600
472718;8000
472720;22000
472721;32800
472722;14000
472723;15000
472724;14000
472725;42300
472726;46500
472727;5000
472728;2000
472729;2000
472731;4000
472749;156950
473045;2000
473052;5000
473053;11000
473223;2100
473224;22900
473225;53750
473429;162000
473430;116200
473433;6500
473437;160900
473441;213000
473442;1e+05
473450;43200
473451;127900
473453;98500
473457;10000
473468;428000
473470;406900
473471;2000
473472;2000
473473;1500
473476;61000
473477;105000
473478;228000
473479;101000
473480;111000
473486;11000
473507;220300
473513;4500
473515;139500
473516;32000
473520;45000
473524;21200
473547;17000
473550;10000
473553;27000
473554;47200
473555;20000
473556;8000
473558;3000
473561;4900
473562;15000
473637;1200
473646;3200
473651;21100
473661;11500
473663;20000
473664;19100
473736;81400
473745;43000
473757;190200
473760;115100
473761;14700
473773;113000
473774;97000
473776;90000
473777;64000
473778;51000
473779;62900
473787;54000
473789;221000
473790;8000
473792;78000
473800;52800
473804;41100
473807;49000
473808;224400
473809;178000
473810;368200
473813;201000
473819;17500
473820;79566.6666666667
473821;110300
473822;100233.333333333
473826;18000
473827;1000
473830;209500
473833;41000
473835;142050
473838;3200
473839;11000
473881;56000
473882;2300
473883;36000
473884;6000
473885;94400
473886;22800
473888;5400
473897;22500
473898;40300
473899;5800
473900;50400
473901;50800
473902;116800
473904;47400
473907;14900
473908;78500
473912;9000
473913;13900
473914;109200
473918;288500
473919;152400
473920;5200
473926;27600
473927;7000
473928;344000
473931;116000
473934;17200
473937;39200
473938;24500
473940;20000
473941;23000
473942;76166.6666666667
473949;236400
473950;87800
473952;87000
473962;267400
473963;17800
473971;593000
473988;227000
473991;56200
474399;61000
474404;215800
474405;468300
474935;140000
475903;3000
475904;40000
475907;1500
475912;208800
475914;94200
475921;3500
475932;72000
475942;195200
475948;3400
475949;29500
476051;9500
476052;13000
476140;26200
477191;207600
477236;19500
477335;4000
477422;6500
477710;3000
477797;52400
477799;57400
477800;18000
477801;50000
477878;52000
477891;60700
477952;8400
477953;24200
477955;55200
477956;42500
477966;43066.6666666667
477968;153200
477969;156000
477978;107500
477980;165000
477982;72900
477983;8000
477984;47000
477985;19000
477986;119600
477987;101300
477988;183000
478016;14200
478017;18000
478021;105500
478027;65000
478028;16000
478029;2000
478030;102000
478031;89500
478032;182600
478033;46000
478034;92033.3333333333
478055;35500
478056;226500
478057;67800
478548;178400
478554;6300
478904;16200
478905;59500
479183;22400
479197;20000
479511;23500
479542;20350
479581;4000
479582;9500
479585;11200
479587;5000
479589;155000
479590;46400
479593;38000
479594;166100
480435;40200
480456;82000
480457;58200
480477;18000
480484;5600
480497;52600
480514;381800
482104;117350
482773;39400
482798;2700
482800;9000
482801;20300
482802;17300
485760;25000
485872;9100
485892;28000
498656;30000
498657;13200
498663;33000
498664;50000
498665;5000
498666;328700
498667;211600
498668;287900
498673;218000
498674;345000
498676;114600
498678;72000
498681;2800
498682;6000
498683;15500
498685;20000
498686;20000
498693;88800
498694;21000
498695;57200
498696;7000
498698;20000
498699;193100
498700;226600
498701;119000
498702;13500
498704;40000
498705;8000
498706;17800
498708;59500
498710;15000
498711;27100
498712;8800
498715;57300
498716;26900
498717;102000
498718;37000
498719;69700
498720;111800
498721;127000
498722;22500
498723;12000
498724;76000
498725;85500
498728;41200
498729;67000
498730;53100
498733;114800
498734;148300
498735;259000
498736;14400
498737;90000
498738;26000
498739;29500
498740;11000
498741;68000
498742;1000
498743;120200
498744;31800
498745;45100
498746;42000
498747;18300
498748;181500
498749;9000
498751;18700
498752;19500
498753;332800
498754;25000
498755;49300
498756;16200
498763;5000
500299;43300
501789;12000
501791;44700
501792;24000
501793;21200
501847;174500
501930;186000
501931;168000
501946;41300
501951;19900
501954;224000
501959;1200
501960;8500
501961;7000
501962;48500
501963;329500
501964;13000
501968;12000
501969;111800
501970;469000
501971;116400
501972;156000
501973;125500
501974;32700
501976;187000
501977;176000
501978;3000
501979;180900
501980;211800
501981;101700
501982;72800
501983;144400
501984;7700
501999;177050
502001;4200
502002;23000
502003;44600
502004;9000
502005;40000
502006;7300
502008;15000
502009;190150
502010;27200
502011;144300
502012;12500
502013;12500
502014;14600
502015;115400
502016;23000
502017;10600
502018;13866.6666666667
502019;30100
502020;38000
502021;29800
502022;45000
502023;29500
502025;3400
502026;150100
502027;12000
502028;213550
502029;54400
502030;13600
502032;18400
502033;69000
502034;153900
502036;30900
502038;24700
502039;13600
502041;25000
502042;30000
502043;40000
502044;50600
502045;21500
502048;120850
502049;125000
502051;19400
502052;77000
502053;159850
502054;120600
502055;121000
502056;176000
502057;195400
502058;139000
502061;66000
502070;116350
502071;369600
502083;3500
502085;37000
502086;32000
502087;25000
502088;36000
502095;5000
502096;5000
502097;3500
502098;19700
502100;361900
502102;25400
502105;220300
502106;7000
502125;194900
502126;13500
502127;20000
502130;286100
502131;25000
502132;399100
502133;20000
502135;20000
502136;161100
502138;11600
502139;31300
502146;30000
502156;202900
502158;80400
502160;8000
502163;156300
502178;2400
502179;2000
502180;8000
502182;4700
502187;35500
502188;15000
502195;204800
502210;8750
502212;20000
502213;45700
502214;10000
502215;2000
502218;10000
502221;20000
502222;15000
502228;63300
502229;26000
502239;20000
502244;31400
502245;2500
502247;20100
502248;20000
502250;21000
502251;30000
502252;4200
502253;19000
502255;8000
502256;35000
502257;30000
502258;40000
502261;1000
502264;146400
502265;800
502267;203000
502268;131000
502269;50000
502270;255000
502271;96000
502272;248000
502273;15000
502275;90900
502282;10900
502285;245000
502286;113000
502287;214766.666666667
502289;236400
502290;40000
502292;1500
502293;67550
502294;30000
502295;5000
502296;83000
502297;152000
502298;36300
502299;86000
502300;47000
502301;80000
502302;362000
502303;67000
502305;57000
502306;67000
502307;59000
502308;97000
502309;71000
502310;67500
502311;108500
502312;86000
502313;909
502315;50000
502316;5600
502317;1000
502318;24000
502319;20000
502322;9000
502323;10000
502337;22000
502338;157200
502339;2450
502340;53600
502343;7800
502345;186000
502347;107000
502348;67000
502349;15500
502350;56000
502351;28000
502352;145950
502353;260500
502354;276600
502355;52000
502356;261500
502357;164250
502358;214600
502359;73000
502360;16366.6666666667
502361;85000
502362;172000
502363;172000
502364;20500
502365;219600
502366;27500
502367;44500
502368;20000
502369;47500
502370;247400
502371;27100
502372;13000
502373;47500
502374;27200
502378;27000
502379;30000
502380;6000
502381;3500
502382;44000
502383;55800
502388;32000
502389;2400
502390;19100
502392;10100
502394;14550
502395;14300
502396;131000
502397;115100
502398;12000
502401;38000
502402;187900
502403;39700
502405;116500
502406;11400
502407;143500
502412;21000
502414;10000
502415;1000
502416;13600
502417;10900
502418;114200
502423;1000
502424;2000
502426;204000
502427;37000
502428;130000
502430;11000
502431;36000
502432;123100
502433;128500
502434;30500
502435;143500
502436;46500
502437;20500
502438;36200
502439;155200
502440;162000
502441;42800
502443;239100
502444;138000
502445;22500
502446;89800
502448;34450
502449;56000
502450;64000
502451;146200
502452;176000
502454;35600
502455;77000
502456;25000
502457;183200
502458;27700
502460;103000
502467;500
502468;14000
502469;3000
502470;1000
502473;10000
502475;64100
502477;34800
502479;59000
502480;96000
502481;84700
502482;59733.3333333333
502483;16000
502488;77200
502489;2000
502490;20900
502491;59050
502492;39200
502493;26000
502495;42500
502496;10000
502497;59000
502498;67000
502499;68700
502500;20000
502501;36500
502502;15000
502503;13000
502504;78900
502505;137300
502506;43500
502507;43500
502508;86500
502511;112000
502512;54000
502515;25000
502517;407000
502531;25000
502534;10000
502539;12000
502555;12000
502558;14000
502573;9900
502575;22300
502577;4500
502578;3000
502584;11400
502585;2000
502586;18200
502587;11500
502600;20000
502601;20000
502602;7000
502614;2000
502629;24000
502630;30000
502631;30000
502633;17000
502646;7000
502647;1000
502663;7000
502678;10000
502679;2000
502681;3800
502682;13000
502683;31000
502684;23700
502685;124600
502686;17500
502687;89300
502690;8000
502691;200500
502692;180200
502693;84400
502694;5000
502695;42900
502697;16000
502698;141600
502701;383700
502702;130500
502703;217183.333333333
502705;267300
502706;74000
502707;161700
502708;242800
502709;37000
502711;10000
502714;4533.33333333333
502717;33000
502719;244400
502721;253500
502722;125000
502726;275700
502727;54000
502731;7000
502732;126400
502735;19000
502736;214500
502737;8000
502738;270000
502739;3500
502740;55500
502742;12800
502744;30000
502749;116500
502752;2000
502753;123000
502755;203900
502767;352500
502768;56900
502769;26000
502772;5000
502774;35400
502775;33600
502776;14500
502777;5000
502778;138000
502780;4700
502781;121000
502782;50500
502783;33500
502784;167300
502786;75300
502787;8000
502788;16400
502790;81800
502791;29200
502792;59100
502793;154200
502794;100500
502795;117000
502797;33800
502798;30933.3333333333
502799;47050
502800;40666.6666666667
502801;33300
502802;135000
502804;6000
502807;130700
502808;7500
502809;7900
502810;48100
502813;10000
502814;16100
502815;2000
502816;83100
502817;20500
502818;37800
502821;87800
502823;86500
502824;73600
502825;31100
502827;7500
502828;30500
502829;80650
502830;39000
502831;609800
502832;6500
502833;2000
502834;12000
502836;16000
502837;2000
502838;2200
502840;3500
502841;9800
502842;14000
