"DIRECTORIO";"Gto_CapC"
441296;12000
441297;4500
441298;26500
441299;24500
441300;10800
441301;44700
441306;44333.3333333333
441307;35500
441308;44000
441309;44700
441311;31000
441316;32400
441317;50133.3333333333
441318;1700
441319;25500
441322;194000
441323;12000
441325;23100
441326;11000
441327;66000
441328;12000
441329;7500
441330;421000
441331;82000
441336;15000
441344;189300
441347;3000
441349;6966.66666666667
441350;72000
441351;40400
441352;7000
441353;8700
441354;34500
441355;1800
441356;50000
441358;28700
441359;81400
441365;46500
441366;90800
441367;308100
441368;71200
441370;165950
441372;10000
441374;15000
441375;44800
441377;87000
441380;131000
441381;255100
441382;2666.66666666667
441391;30000
441393;10000
441394;54600
441395;122100
441396;33700
441397;20000
441400;21900
441401;19500
441403;14666.6666666667
441406;4200
441408;4800
441409;111500
441410;11000
441420;42100
441422;26400
441427;15000
441430;2000
441432;5000
441434;26000
441435;2000
441436;17300
441437;15800
441439;43400
441441;33150
441442;4500
441457;223000
441460;49000
441480;21800
441481;28900
441482;10990
441483;6000
441540;114000
441541;9000
441542;212000
441543;35000
441544;173700
441545;184200
441546;64250
441547;28000
441548;52000
441550;56616.6666666667
441555;15000
441556;97000
441557;162000
441558;1450
441559;118000
441560;285100
441564;61400
441565;23600
441567;154500
441568;17500
441571;6000
441575;192800
441576;64000
441577;10400
441581;52700
441582;74500
441583;205000
441584;142500
441585;228200
441586;4000
441587;192000
441588;43200
441589;13000
441590;91260
441592;73233.3333333333
441595;3500
441597;35000
441598;3000
441599;20000
441602;110500
441603;114200
441604;70700
441606;26733.3333333333
441607;36666.6666666667
441608;100700
441609;24800
441610;28850
441622;375050
441623;178500
441624;11400
441625;161500
441627;19400
441629;38000
441630;15000
441631;23000
441632;356130
441633;23500
441639;10000
441644;228000
441651;94000
441655;53300
441669;154916.666666667
441670;15000
441671;154500
441690;24000
441692;25600
441694;31700
441697;30000
441699;39800
441705;25000
441706;28800
441708;2000
441710;23500
441714;45000
441716;116100
441717;13000
441718;12200
441719;17700
441720;34300
441722;49000
441726;15700
441727;11700
441728;10900
441729;4500
441730;8900
441731;3000
441732;15000
441735;7600
441738;20500
441739;103300
441740;95500
441741;5000
441742;234500
441743;6000
441744;61000
441745;52800
441746;15400
441747;10000
441786;37400
441788;8300
441796;27300
441798;30500
441814;54500
441815;883400
441816;18900
441817;28666.6666666667
441819;173500
441820;354666.666666667
441822;38333.3333333333
441823;151100
441824;167000
441825;101400
441826;2000
441828;102000
441829;845400
441830;13100
441831;73300
441832;33783.3333333333
441833;28200
441835;141500
441838;104800
441840;121000
441841;20000
441842;40000
441844;13300
441846;191200
441847;34400
441848;55333.3333333333
441849;82333.3333333333
441851;28600
441852;3000
441868;222300
441871;30000
441875;119300
441893;30400
441894;17900
441896;35150
441897;1500
441898;27300
441899;5000
441900;500
441902;141000
441903;15000
441904;143200
441905;18500
441907;29800
441908;1200
441909;6900
441910;51600
441911;36000
441912;51600
441913;42000
441946;154000
441947;972000
441948;50000
441950;130000
441951;44800
441953;42700
441956;53950
441957;67733.3333333333
441958;14683.3333333333
441961;36500
441962;51700
441963;25000
441964;292500
441965;7000
441966;72000
441967;14000
441968;83000
441969;187100
441970;41250
441971;9800
441972;1200
441973;92000
441975;43500
441978;26000
441979;58633.3333333333
441980;122200
441981;13000
441983;78400
441984;43800
441985;83400
441986;67800
441991;228900
441992;80000
441996;110800
441997;102666.666666667
442004;182400
442006;34000
442007;16700
442008;70000
442010;16900
442012;28000
442014;11500
442015;4300
442016;900
442017;17600
442018;16000
442019;10000
442020;242000
442022;96500
442023;10000
442024;5400
442025;50000
442026;123000
442028;334000
442040;116200
442042;32000
442153;82600
442154;192500
442155;111800
442258;104000
442259;35000
442260;57000
442261;44000
442262;59700
442264;53000
442265;230000
442266;77200
442267;47000
442268;26000
442269;14300
442347;144800
442348;34700
442349;69900
442350;26200
442351;27000
442352;52000
442353;17000
442354;21300
442355;56250
442356;15000
442357;41000
442358;26500
442387;50000
442388;38000
442389;56500
442390;14300
442391;4500
442392;81000
442393;61000
442406;2100
442437;5000
442438;23900
442482;6000
442483;15000
442485;44600
442486;60100
442487;24500
442489;2000
442490;13000
442491;30200
442492;34000
442780;5950
442781;122200
442782;40000
442783;150000
442785;47300
442787;9000
442788;15383.3333333333
442794;209000
442795;207000
442796;2e+05
442797;30000
442798;75000
442799;35000
442800;50000
442801;315300
442802;120500
442803;5000
442804;5000
442805;98100
442806;49500
442831;306800
442832;155000
442854;138700
442855;155000
442856;194200
442857;179300
442858;119333.333333333
442859;5000
442861;40500
442862;331900
442863;30700
442953;35000
442971;87500
442976;85300
442978;35000
442980;29800
443010;34800
443012;115000
443013;32800
443016;13900
443020;6000
443062;23000
443114;208700
443117;37400
443118;166900
443119;7300
443120;17600
443121;7666.66666666667
443123;17000
443126;19500
443128;24950
443129;199600
443130;29100
443131;21000
443132;1000
443134;28300
443139;98400
443140;32500
443141;114550
443142;64300
443145;7700
443146;51900
443147;5500
443148;138600
443149;71000
443150;45500
443151;231900
443152;46400
443153;4500
443155;2000
443157;13000
443158;94500
443159;46000
443169;287900
443171;122000
443183;185400
443184;53500
443187;26500
443188;21500
443189;8000
443192;22000
443211;57000
443214;14500
443235;13000
443236;84166.6666666667
443237;4000
443239;26000
443242;10000
443244;3000
443245;20000
443246;144000
443248;24000
443252;35000
443253;60100
443779;1400
443780;34400
443784;340000
443788;23500
444030;63200
444031;53500
444032;34500
444033;71100
444034;52500
444035;42300
444036;207000
444037;1000
444038;27500
444039;8000
444043;32000
444044;35700
444046;116100
444047;26300
444048;14000
444049;40000
444232;15000
444308;57400
444326;190300
444361;43000
444362;192100
444363;75000
444364;78900
444424;65000
444428;1000
444430;39500
444431;25800
444432;1200
444433;600
444434;78200
444435;19900
444436;10000
444440;49400
444442;195200
444444;6500
444447;5000
444448;30000
444452;103000
444463;114800
444473;16200
444476;7200
444482;50366.6666666667
444483;83900
444525;146500
444526;17000
444527;20700
444528;29400
444529;7000
444530;10000
444531;17500
444532;1500
444533;16900
444534;10000
444536;3600
444537;191000
444668;10000
444672;46400
444697;12000
444698;15200
444699;39200
444703;109550
444706;94500
444707;51200
444708;63000
444713;21500
444714;38833.3333333333
444718;83700
444720;8500
444721;20000
444722;221200
444724;430500
444725;41000
444860;56700
444861;11000
444863;20200
444864;208500
444866;115400
444867;48300
444868;55000
444870;12000
444929;5000
444934;24900
444935;224000
444936;333600
444937;51200
444943;89800
444946;32000
444947;108000
444958;3600
444959;91400
444966;39700
444970;85750
444972;17700
444974;16100
444979;68100
444981;155433.333333333
444984;14500
444999;28200
445002;14000
445004;57000
445021;133700
445022;3700
445023;17000
445024;2000
445025;24700
445026;76700
445027;82700
445029;31900
445030;14600
445040;141400
445042;12800
445043;63800
445044;20000
445051;328800
445052;40750
445054;172000
445055;50000
445056;246000
445058;210500
445061;77500
445062;1000
445064;195533.333333333
445065;56000
445067;166500
445096;9000
445116;20000
445131;12300
445133;8000
445138;33200
445139;13000
445143;7500
445144;63000
445145;201600
445148;30000
445155;3000
445157;16633.3333333333
445158;32400
445159;21700
445161;55300
445164;5000
445193;12000
445195;364200
445198;7000
445199;213100
445201;77000
445203;112200
445205;78100
445206;38000
445207;73600
445208;20400
445209;15000
445213;42100
445214;3500
445218;32000
445219;25900
445227;43600
445228;53100
445230;1000
445232;123200
445233;9000
445235;89600
445236;56600
445237;222733.333333333
445239;11900
445247;6000
445271;57000
445276;15000
445722;4400
445740;141200
445742;33200
445780;32200
445803;68600
445806;51600
445807;14900
446100;46000
446105;26000
446122;91900
446123;75800
446124;1000
446127;112000
446136;17000
446285;23000
446387;65500
446388;5000
446391;40000
446404;38000
446405;13000
446406;70000
446407;59600
446809;10500
446810;2600
447487;30000
447489;105200
447490;3500
447491;31000
447497;90200
447498;7100
447499;39600
447500;80000
447502;48500
447503;76700
447504;368500
447505;98800
447509;30600
447511;37600
447513;110900
447514;30000
447515;600
447517;34800
447518;26700
447519;20000
447520;114000
447521;6000
447522;24000
447524;45000
447530;56000
447531;149750
447532;19000
447533;76000
447540;15000
447544;59800
447548;116600
447602;44000
447609;8000
447610;47000
448041;13000
448522;8500
448526;350
448752;8000
448797;268000
448798;23800
448808;4500
448809;166500
448811;10000
448813;46000
448815;44500
448952;53200
448956;161500
448959;182000
448966;22750
448968;8316.66666666667
448969;20000
449323;110100
449324;9500
449325;27200
449328;95000
449362;155100
449418;15400
449419;15000
449420;14000
449421;17000
449422;15000
449423;27500
449425;30700
449458;22300
449469;60200
449470;11600
449471;16200
449473;30700
449474;22610
449475;80350
449476;303700
449488;116000
449489;11250
449490;750
449491;35700
449492;10700
449493;46000
449494;2900
449498;20000
449499;63400
449500;107100
449501;259600
449503;164700
449505;34850
449518;10500
449520;6100
449521;5000
449523;6000
449525;23800
449526;26100
449527;12000
449528;18200
449542;290000
449554;23000
449566;151800
449569;11400
449570;22000
449732;57850
449786;120500
449790;4000
449826;10000
449909;32000
449999;44600
450000;15000
450013;68900
450015;76550
450018;186800
450073;7500
450105;133600
450107;11000
450217;27000
450498;21000
450985;137833.333333333
450986;112516.666666667
451109;196333.333333333
451110;74150
451117;13000
451118;81000
451119;7500
451122;37500
451124;15500
451128;13000
451130;4000
452079;6500
452086;77000
452096;25500
452131;46000
452140;27000
452142;26500
452146;3500
452712;27500
453370;158300
454119;68300
457918;53000
463241;12000
463670;403500
463671;6000
463672;194000
463673;1000
463675;1300
463683;48400
463684;113400
463685;231000
463686;20000
463688;14000
463690;15000
463691;311700
463694;210600
463695;79900
463697;8000
463698;68000
463700;52500
463701;36500
463703;49800
463704;3800
463708;29000
463710;18100
463711;51850
463712;35000
463713;147000
463714;247000
463716;159400
463717;397900
463718;192000
463719;166000
463721;187600
463722;2000
463724;23866.6666666667
463726;120550
463727;4500
463728;36300
463730;7000
463731;137600
463732;159000
463733;56800
463734;72000
463735;13000
463736;86600
463737;35000
463738;10000
463739;275100
463740;17500
463741;24000
463742;1500
463743;53500
463744;285800
463745;70000
463746;46000
463747;164500
463748;36000
463749;44000
463750;206000
463751;55800
463752;57000
463753;13000
463754;10000
463755;55000
463756;10000
463757;108000
463758;3000
463759;31000
463760;135600
463761;131500
463884;13800
466443;2500
466755;45300
466768;150700
466769;1200
466780;79300
466781;111600
466782;36000
466786;16800
466788;62000
466789;10000
466795;2200
466796;265000
466797;161800
466799;2300
466800;182000
466801;130000
466803;6000
466816;35000
466818;331000
466819;3600
466821;400100
466822;15000
466823;699500
466824;319200
466825;14000
466826;900
466827;45000
466828;272000
466829;172000
466830;85000
466832;10000
466838;8500
466839;13500
466840;11000
466841;55300
466843;1000
466844;61000
466845;71300
466846;65000
466849;57500
466850;74500
466851;94700
466852;64000
466853;500
466856;39250
466857;104900
466859;250700
466860;50000
466861;16400
466862;77000
466864;41500
466865;12650
466866;10000
466868;20000
466870;25000
466872;20000
466874;133000
466875;246663
466876;21700
466878;4500
466879;26000
466880;90300
466881;6500
466882;18000
466883;210900
466884;13000
466898;3500
466899;10000
466900;6700
466901;2000
466902;88500
466903;6500
466905;4700
466908;111000
466909;9000
466910;20600
466911;52700
466917;15000
466920;40000
466921;32000
466922;50000
466938;45000
466940;130000
466945;11500
466950;36000
466951;30000
466952;15000
466953;279900
466956;30000
466958;25000
466959;35000
466960;20000
466961;60000
466962;42600
466963;6000
466968;20000
466971;68500
466992;53000
466993;7000
466995;25000
466996;219000
466997;140400
466998;167000
466999;38000
467001;59000
467002;76000
467003;27000
467005;179200
467010;166400
467012;42333.3333333333
467013;358700
467014;216600
467015;247500
467016;226233.333333333
467017;51450
467021;67000
467022;52000
467023;42000
467024;62000
467025;57000
467026;57000
467027;257666.666666667
467028;13000
467030;137000
467031;242400
467032;165000
467033;4e+05
467034;94650
467035;42300
467036;77100
467037;60000
467038;32100
467040;3966.66666666667
467041;46500
467043;111083.333333333
467044;14000
467045;68000
467049;60000
467050;68300
467052;1e+05
467054;70000
467060;21700
467061;61700
467063;85000
467066;17500
467067;476700
467068;238100
467069;219510
467070;137640
467071;21000
467072;35333.3333333333
467073;89600
467074;35000
467075;21000
467077;1000
467078;28000
467079;43500
467080;8000
467084;288233.333333333
467085;51400
467087;41300
467088;12000
467089;180700
467090;180000
467092;26800
467093;201400
467094;37500
467095;150000
467097;137500
467098;76700
467099;32000
467102;105300
467103;9900
467104;178000
467105;11000
467106;16400
467109;8000
467110;256500
467111;12000
467112;500
467113;22000
467114;2600
467115;1000
467116;16000
467125;30000
467127;2400
467143;80200
467144;166000
467146;141000
467147;173000
467148;198333.333333333
467150;53000
467151;267650
467152;130500
467154;165200
467155;35000
467156;90500
467158;123200
467159;111066.666666667
467160;15000
467161;263000
467162;245000
467163;127000
467164;42550
467165;198000
467166;147700
467167;132000
467169;118100
467170;157500
467173;140000
467174;34200
467175;124000
467176;9000
467177;7800
467178;41000
467179;14100
467180;28500
467181;14450
467182;19100
467183;46709
467184;75900
467185;104200
467186;10000
467187;244400
467188;57000
467189;81500
467191;37300
467192;12000
467193;46000
467195;10100
467196;136900
467197;168800
467198;70100
467199;253600
467200;175000
467201;178000
467215;15000
467217;40000
467229;50000
467230;35000
467254;9000
467262;60000
467269;6500
467270;5800
467271;26000
467273;26000
467275;1000
467291;12000
467292;1100
467293;6000
467294;8000
467295;3600
467304;35000
467305;4000
467306;21000
467307;18000
467310;53000
467311;30000
467317;10000
467324;15000
467356;13000
467357;25000
467359;7000
467360;50000
467361;12200
467364;10000
467366;10000
467367;50000
467368;35000
467369;17000
467370;102800
467371;170333.333333333
467372;143000
467373;168400
467374;50500
467375;163900
467376;81500
467377;10500
467378;268400
467380;182000
467381;88000
467382;13000
467383;236000
467384;9400
467385;34300
467386;129600
467387;6200
467388;19200
467389;16000
467395;16000
467397;180000
467398;500
467401;110000
467403;1300
467404;2000
467405;1e+05
467406;317500
467408;39200
467409;30000
467410;122000
467411;97000
467412;2500
467413;145000
467414;2000
467417;70000
467418;2600
467419;10000
467420;18000
467421;321900
467422;21600
467423;3250
467424;115500
467428;2000
467429;32000
467430;271300
467431;34000
467433;2000
467436;3000
467437;7000
467438;9000
467439;11500
467444;44000
467445;27300
467447;103000
467448;27200
467449;25000
467450;10700
467452;72000
467456;13000
467457;14500
467458;266700
467459;90900
467460;153200
467461;49900
467462;4000
467463;19700
467465;3100
467466;34846.6666666667
467467;14000
467470;5000
467471;15000
467474;200100
467475;194900
467476;113566.666666667
467477;91800
467478;126000
467481;98200
467482;60400
467485;4000
467486;60000
467487;22200
467488;23000
467489;10000
467491;76033.3333333333
467492;89500
467493;16000
467495;48000
467496;109500
467497;17000
467498;2500
467499;17300
467501;13500
467502;18500
467503;14000
467506;2200
467508;600
467510;16100
467511;63900
467512;35600
467513;13600
467514;173000
467515;37600
467516;101500
467517;51500
467518;6300
467519;178000
467520;207000
467521;64000
467522;299100
467523;115700
467524;130000
467525;20800
467526;43300
467527;53800
467528;77500
467529;119000
467530;33000
467531;47000
467533;43800
467535;181500
467536;27000
467537;219000
467539;5000
467540;12000
467541;5000
467542;31500
467544;93900
467545;63600
467546;46600
467547;40800
467548;26000
467549;8500
467550;47800
467551;10000
467552;49000
467554;293843
467557;15666.6666666667
467558;38000
467559;194000
467561;5050
467562;13000
467563;31000
467564;19000
467565;244000
467566;26533.3333333333
467567;145000
467569;176000
467570;6000
467571;69000
467572;3600
467573;13000
467574;30000
467576;14550
467577;24400
467578;6900
467579;117700
467580;122700
467583;182100
467586;24000
467587;183750
467589;217500
467590;20000
467591;12400
467595;10400
467596;38000
467597;140000
467599;30000
467600;15000
467601;10000
467606;134500
467608;46500
467611;4550
467613;362500
467614;10000
467616;258200
467618;76933.3333333333
467619;269000
467620;26000
467622;24500
467623;4700
467627;13000
467628;6500
467633;24000
467634;1975
467635;30000
467637;27000
467639;18600
467643;5000
467645;117500
467646;10000
467647;130000
467648;33000
467651;1000
467654;13800
467657;21300
467658;152500
467660;80800
467662;10000
467664;20000
467665;30000
467666;30000
467667;63200
467668;12000
467669;10000
467673;6400
467674;13400
467675;94800
467676;33500
467678;20500
467682;500
467683;23166.6666666667
467686;7700
467688;40000
467690;30000
467691;20000
467693;69000
467695;14800
467696;41500
467697;251100
467699;78000
467700;147200
467701;231000
467702;183300
467703;237800
467704;81800
467705;319500
467706;8000
467707;27000
467708;8000
467709;15000
467713;23000
467716;19800
467717;151000
467718;217400
467720;7200
467721;15000
467722;7500
467724;26900
467725;71600
467726;34100
467727;20500
467728;109700
467729;10000
467730;203333.333333333
467731;73000
467732;211000
467734;39500
467735;29000
467737;28000
467739;18800
467741;15700
467742;28600
467743;19900
467744;64000
467745;33700
467746;53400
467748;70000
467749;35000
467750;33100
467751;75320
467752;14000
467754;10000
467755;10000
467756;10000
467757;15000
467766;3000
467767;157500
467768;4000
467770;25500
467774;30000
467775;77000
467777;17000
467780;54000
467784;43300
467785;24600
467787;600
467788;3000
467790;136500
467795;10000
467797;71800
467803;20000
467806;17700
467807;12200
467808;11200
467811;46900
467813;103100
467822;18700
467824;133000
467825;108700
467826;2100
467828;49500
467829;2000
467832;106400
467833;35000
467834;2000
467835;23800
467837;7800
467838;28000
467839;21000
467840;109000
467842;75000
467843;1e+05
467845;67000
467854;51500
467855;72100
467858;68200
467860;700
467865;54000
467867;15000
467871;20000
467881;1600
467888;3000
467890;3600
467891;700
467892;44000
467893;28000
467894;95000
467896;24500
467909;42500
467911;122300
467912;59800
467913;50000
467914;160200
467916;21800
467918;2000
467924;59000
467927;64000
467928;23000
467930;76500
467941;78200
467942;49000
467943;89200
467944;4000
467945;132800
467946;35500
467948;51400
467949;152400
467950;64200
467951;235000
467952;214600
467954;21800
467955;31500
467956;66500
467957;51000
467958;14000
467960;27000
467961;22000
467962;66300
467963;2200
467968;18000
467970;23600
467972;22400
467973;41866.6666666667
467974;1600
467975;32900
467976;31600
467977;22100
467978;27000
467980;1400
467985;120000
467986;30000
467987;10000
467988;147000
467989;54500
467990;20000
467992;54000
467995;70600
467997;7000
468004;33000
468006;26000
468007;13000
468013;12000
468017;11000
468018;6000
468027;42000
468028;132400
468029;98300
468031;1000
468032;26700
468033;39500
468034;268700
468035;8700
468036;2000
468037;45100
468039;342900
468040;17000
468041;34250
468042;160000
468043;166000
468044;251100
468045;43000
468046;205200
468047;37500
468048;21200
468049;15600
468050;223100
468051;46700
468053;18150
468058;18600
468060;39000
468062;16000
468063;40225
468065;8300
468066;90300
468067;105000
468070;131000
468072;260000
468073;15000
468074;346933.333333333
468075;32700
468079;10000
468080;40000
468082;15000
468084;40000
468085;112666.666666667
468086;1900
468087;21500
468090;10000
468091;30000
468093;73000
468094;50000
468095;12000
468096;14000
468097;171000
468100;14500
468101;6800
468104;9800
468105;5000
468107;28000
468108;10000
468110;14500
468111;7800
468112;89500
468113;25600
468114;85800
468115;42100
468116;19900
468117;33500
468118;48700
468119;60500
468120;46000
468121;20000
468122;58300
468123;72350
468124;56800
468125;7700
468126;56000
468127;18500
468129;15000
468131;49650
468132;6700
468133;29600
468135;93000
468138;50000
468140;50000
468141;3000
468142;22900
468143;62800
468145;77100
468146;19500
468147;21400
468148;95000
468149;41100
468150;96000
468151;34000
468152;51900
468153;15000
468155;7000
468156;11000
468159;40900
468160;18000
468161;6000
468162;40700
468163;12000
468164;4000
468165;7000
468166;12000
468167;10500
468168;10000
468171;20000
468173;60000
468174;17500
468175;38500
468187;44200
468188;85000
468189;78000
468190;42800
468191;5733.33333333333
468192;41700
468195;48500
468196;135300
468197;25000
468202;30000
468209;30000
468216;20000
468219;8500
468220;14000
468222;2600
468224;2500
468234;59600
468235;52500
468237;33300
468238;5000
468239;42000
468240;274000
468241;124000
468244;7600
468245;3000
468248;64300
468249;13300
468250;32300
468253;244500
468261;3000
468262;78000
468263;221000
468264;3500
468265;16000
468268;106500
468269;281000
468270;35000
468272;110000
468274;66000
468275;711100
468281;152550
468282;5600
468283;6000
468289;4000
468290;95600
468291;34100
468292;52000
468296;10000
468300;20000
468301;7800
468302;39300
468303;107900
468304;35300
468306;63300
468307;16000
468311;25000
468312;63000
468313;26500
468314;4500
468315;41000
468322;26500
468323;38000
468324;8300
468325;12500
468332;21000
468335;22800
468336;11500
468337;107900
468338;122100
468340;35083.3333333333
468342;33600
468343;89500
468344;63200
468345;7400
468347;65000
468348;19500
468349;49600
468352;149033.333333333
468353;164000
468354;37800
468355;26000
468356;55300
468357;10000
468358;120000
468362;27000
468364;25000
468365;12000
468367;22000
468368;56600
468369;14700
468370;40000
468374;9000
468375;54100
468376;184000
468377;167000
468378;74900
468381;72500
468382;47800
468383;13600
468384;43000
468387;18000
468388;111300
468390;88600
468391;137200
468392;156800
468393;219700
468396;13000
468397;20300
468403;30166.6666666667
468406;15000
468409;130300
468414;21900
468415;16600
468417;18000
468418;34500
468419;25000
468428;20000
468434;60250
468436;34000
468438;22250
468439;5000
468441;139900
468442;217000
468443;268000
468444;261400
468445;336600
468446;7300
468448;12000
468449;10400
468450;94000
468451;139000
468454;23800
468456;55100
468457;155900
468458;140300
468463;214550
468464;45000
468465;37000
468468;10000
468470;3000
468483;2000
468488;18000
468491;3000
468492;46000
468494;17500
468495;102500
468498;45375
468501;13066.6666666667
468502;4000
468503;6100
468504;2200
468505;45900
468506;69200
468507;5700
468509;1000
468510;52000
468511;525500
468512;40666.6666666667
468513;60000
468515;137500
468517;42100
468518;8700
468519;62300
468523;22000
468524;46000
468528;53000
468529;305500
468530;45000
468531;87900
468532;341100
468533;114950
468534;284900
468535;284500
468536;20000
468537;234100
468539;177500
468541;23000
468542;18000
468543;163500
468544;8000
468546;160900
468547;6000
468549;8000
468550;58166.6666666667
468551;7500
468552;19400
468553;11100
468555;22000
468556;6000
468558;21100
468559;45000
468560;1300
468561;152600
468562;186000
468564;140100
468565;18700
468566;55200
468569;87100
468570;9000
468571;11050
468573;48900
468575;3000
468576;348500
468577;215500
468579;79400
468580;189300
468582;32000
468583;197000
468584;4000
468585;17000
468587;103000
468588;9933.33333333333
468590;1833.33333333333
468591;374000
468594;24100
468595;64666.6666666667
468596;26500
468597;4700
468598;22500
468599;27700
468600;70900
468601;45000
468604;49800
468605;259300
468607;63300
468608;56500
468624;152000
468628;90000
468631;15000
468634;10000
468638;116500
468639;4500
468640;93500
468641;21000
468642;1800
468643;104900
468645;12000
468646;6700
468647;14000
468648;12000
468649;5000
468651;285000
468652;8000
468654;17900
468655;46766.6666666667
468656;23000
468657;114550
468658;32500
468659;5100
468660;58000
468662;32100
468663;15900
468668;241500
468669;153800
468670;40500
468671;1000
468673;43400
468674;17800
468675;17800
468676;23100
468677;4600
468679;126800
468680;42400
468681;133200
468682;297000
468683;5200
468684;318300
468685;61500
468686;45000
468687;50500
468688;78000
468689;6000
468690;125500
468691;107900
468692;166200
468695;114666.666666667
468701;29200
468702;24500
468703;91200
468704;113400
468705;25000
468706;194666.666666667
468708;16500
468710;53000
468711;255400
468713;135600
468714;15500
468715;110800
468716;101000
468717;148500
468718;42000
468719;81900
468721;6000
468722;187700
468723;8000
468725;34000
468726;19300
468731;79500
468733;66000
468734;36000
468735;58000
468738;2500
468739;32000
468742;29000
468745;36500
468746;55000
468747;31300
468748;1e+05
468752;7500
468754;35000
468755;7000
468757;30000
468759;20000
468773;71100
468774;273500
468775;572216.666666667
468776;7500
468777;167583.333333333
468778;238816.666666667
468780;80000
468784;17000
468785;16500
468787;31600
468788;34000
468790;24000
468791;40000
468792;16900
468793;20000
468799;23600
468802;14500
468804;13500
468805;44400
468806;19600
468807;43600
468809;166200
468812;28200
468813;56000
468818;20000
468821;56700
468822;28050
468826;10000
468828;24000
468830;31666.6666666667
468842;10000
468847;70000
468848;114000
468850;37000
468851;106300
468852;120100
468854;16500
468855;221000
468856;42600
468857;7700
468858;25000
468859;93400
468860;88800
468862;321000
468863;106000
468864;7000
468865;30000
468880;50000
468892;10000
468893;11633.3333333333
468894;18000
468895;15000
468896;10500
468897;30000
468898;15000
468899;3000
468900;10000
468901;2500
468902;21500
468906;43500
468907;80000
468909;5500
468911;39000
468912;23800
468913;140600
468914;125000
468915;13000
468916;292200
468917;26500
468919;62100
468920;44500
468921;78600
468922;25000
468923;63000
468924;18700
468925;49000
468927;8000
468928;57000
468929;71000
468931;9700
468933;26400
468934;11000
468935;12000
468936;73000
468938;25500
468947;114000
468948;90366.6666666667
468950;107600
468951;172600
468952;25000
468964;999
468969;315600
468970;177300
468972;154600
468973;251000
468974;266000
468975;82600
468976;207000
468980;212300
468981;361000
468982;201200
468984;324900
468987;28200
468988;6000
468989;9000
468990;2000
468992;18300
468994;10000
468995;28000
468996;2000
468997;20000
468999;4400
469000;36500
469004;22200
469005;55000
469006;32500
469012;27000
469013;98813
469014;65000
469015;184900
469018;218100
469019;4000
469021;17000
469022;30400
469023;30500
469024;12400
469025;3000
469026;25000
469027;148300
469029;22500
469030;11500
469035;160000
469036;29600
469037;35200
469039;51600
469040;8000
469042;150000
469044;46600
469047;14400
469050;19500
469053;40000
469057;56900
469059;75800
469060;91000
469061;140200
469062;133200
469068;225400
469069;12000
469070;58000
469071;20000
469072;12500
469073;17200
469074;23500
469075;186400
469076;235000
469077;162000
469078;9000
469079;150000
469082;27300
469084;566500
469086;3400
469087;104000
469089;1000
469112;500
469114;124450
469115;3000
469116;36500
469117;36000
469119;13000
469122;24100
469123;30000
469128;1000
469129;89950
469130;154900
469131;24500
469132;160300
469133;60000
469135;3500
469137;26000
469138;3000
469139;176400
469140;9200
469142;1000
469143;19200
469145;21733.3333333333
469146;4000
469153;9000
469155;35600
469157;30000
469160;10000
469161;10000
469162;15000
469164;8300
469167;8000
469170;5000
469171;35000
469172;42000
469175;276000
469176;260300
469177;40633.3333333333
469178;22000
469179;19500
469180;35200
469181;123500
469183;171000
469185;112500
469186;68000
469187;19200
469189;57000
469190;8000
469192;7333.33333333333
469193;10000
469194;134200
469195;3200
469198;3000
469199;10000
469201;72500
469213;5600
469215;50000
469216;168000
469218;4500
469220;40000
469221;50000
469223;46000
469226;35000
469228;26700
469231;46000
469241;5800
469252;55200
469264;124600
469265;28500
469748;2500
469751;278650
469752;292970
469760;44000
469761;10000
469763;7000
469775;15000
469776;30000
469777;24000
469778;39400
469779;44000
469781;23300
469782;25000
469784;110000
469792;16750
469793;66000
469795;6000
469798;5000
469805;207835
469807;1000
469816;1000
469817;124000
469822;50200
469823;16000
469824;3000
469825;24000
469826;10000
469832;4500
469833;500
469834;11500
469835;54400
469836;52000
469837;1400
469838;40000
469839;35000
469840;7100
469842;20000
469843;24800
469844;34000
469845;5250
469846;23500
469847;12500
469848;14000
469854;375000
469855;222500
469859;7500
469870;28000
469871;78600
469872;303000
469874;14400
469882;321030
469886;8900
469887;3000
469891;335600
469893;3000
469897;158000
469898;208000
469899;47000
469900;37000
469901;20800
469902;38500
469903;47700
469904;20000
469905;51500
469906;68600
469908;234100
469909;68800
469910;57000
469913;17800
469915;9000
469916;99500
469917;53500
469919;15500
469920;15000
469921;30800
469927;32500
469928;2000
469946;40300
469962;2200
469963;18000
469964;22000
469965;18000
469966;2500
469969;13000
469970;3000
469971;31000
469972;27000
469979;34700
469990;20400
469992;65000
469993;163700
469994;34000
469995;63000
469996;30000
469997;45000
469998;83000
470001;37000
470002;76100
470004;2000
470073;332509
470074;290100
470076;123789
470077;175600
470084;15000
470085;301400
470097;166340
470099;5500
470102;20000
470103;42300
470105;3000
470109;120500
470110;33500
470116;16000
470117;20700
470119;25000
470120;18500
470121;64600
470122;21600
470123;23900
470124;66200
470126;26200
470310;78266.6666666667
470311;144466.666666667
470312;38116.6666666667
470313;120000
470314;207000
470315;5500
470316;361900
470317;49100
470318;80000
470319;63000
470320;62700
470321;83500
470322;262000
470323;30000
470324;38150
470325;2000
470326;15000
470327;177000
470328;70500
470329;6575
470330;6600
470331;1500
470332;1e+05
