"DIRECTORIO";"Viajes";"Servicios"
405551;0;191000
405552;0;32500
405553;0;231000
405554;0;175500
405555;0;154254.5
405557;0;42000
405558;0;0
405559;0;173000
405561;0;145000
405562;0;357000
405563;0;0
405576;0;14751
405578;0;111000
405579;0;55500
405580;0;118700
405581;0;39600
405582;0;20000
405585;0;22000
405586;0;42751
405587;0;64751
405588;0;26751
405589;0;57800
405590;0;48000
405593;0;85751
405594;0;7500
405595;0;15350
405596;0;11916
405597;1300000;299687
405598;3e+05;287891
405599;0;321808
405600;0;237497
405602;0;212607
405604;0;278854
405606;0;0
405620;0;160000
405624;0;278000
406210;0;0
406233;0;54000
406239;0;159673
406243;0;69671
406244;0;88895
406245;0;117870
406246;0;48378
406247;2e+05;80100
406248;0;173000
406250;0;96500
406251;0;68200
406252;0;39000
406253;0;68000
406312;0;291354
406313;0;208396
406314;0;319275
406315;0;157500
406316;0;483237
406317;0;239458
406318;1200000;164547
406319;5e+05;261752
406320;0;190221
406321;0;342451
406322;0;244179
406446;0;70000
406454;250000;277351
406616;0;138000
406617;0;113000
406618;0;3e+05
406619;0;104000
406620;0;131000
406621;0;103000
406652;0;83500
406653;0;60000
406660;0;44000
406748;0;89803
406795;0;71473
406796;0;161000
406798;0;162611
406799;0;68394
406800;0;184428
406802;0;33430
406804;0;118000
406805;3e+06;199600
406806;0;371916
406808;0;249518
406811;0;46000
406812;70000;43200
406817;0;191900
406819;0;161000
406820;0;129248
406821;0;113000
406822;0;131470
406823;0;91342
406824;0;173181
406825;0;155000
406826;0;141000
406827;0;9600
406828;0;96000
406843;0;110003
406844;0;236850
406845;8e+05;125510
406846;2e+05;295645
406847;6e+05;55540
406848;0;54640
406849;0;142660
406850;1e+05;55000
406851;0;236000
406852;0;124550
406853;250000;167890
406870;0;182950
406871;850000;184250
406913;0;156347
406946;0;83000
406947;460000;95000
406955;0;91000
406957;0;297000
406958;0;130800
406959;0;272527
406960;0;153674
406961;0;229352
406962;0;60359
406964;0;247000
406966;0;253890
406967;550000;251215
406969;0;166000
406971;0;267000
406973;0;326288
406975;0;130000
406976;0;160500
406978;70000;162000
406979;0;238782
406980;0;49425
406981;50000;0
406982;3e+05;0
406990;0;204900
407012;0;113144
407013;0;201821
407016;0;128487
407023;0;129892
407028;0;188628
407037;4e+05;100864
407044;0;109751
407045;1e+05;145715
407047;0;112681
407048;4e+06;158732
407049;0;0
407051;0;210738
407053;0;85013
407054;0;180294
407055;55000;0
407057;3e+05;155228
407061;0;190869
407064;0;253056
407065;0;214676
407066;0;224731
407067;0;296290
407150;0;256537
407151;0;202150
407152;0;0
407153;1e+05;180222
407154;80000;252858
407155;0;891760
407156;0;128397
407511;0;27050
407512;0;129250
407513;0;65500
407514;0;286600
407515;0;118460
407517;0;210000
407518;0;111100
407523;0;106000
407536;0;181500
407540;0;60000
407541;250000;172000
407542;0;160200
407545;0;68200
407547;650000;340000
407549;0;75545.4545454545
407550;0;178500
407551;0;21300
407552;0;234600
407564;0;81692
407565;0;64412
407566;0;23077
407568;0;92497
407569;0;163865
407570;0;129258
407571;0;48738
407572;0;101130
407573;0;39645
407574;0;0
407575;0;44452
407576;0;48259
407579;96000;55715
407581;0;53735
407582;0;86361
407599;0;46000
407678;0;73000
407679;0;62000
407680;0;14000
407682;0;113000
407683;0;45000
407684;0;28800
407686;0;54300
407687;0;62000
407746;0;158069
407747;0;247552
407750;0;284333.333333333
407752;0;214700
407815;0;381000
407825;0;208000
407826;0;47250
407827;0;89000
407834;50000;0
407835;0;11300
407836;0;0
407837;0;0
407839;0;31200
407842;0;65500
407845;108000;46630
407846;0;203000
407847;0;103000
407848;0;95565
407849;0;497000
407853;98;79000
407854;0;0
407858;0;0
407860;0;88470
407896;0;72500
407897;0;53600
407898;0;77200
407899;0;37900
407900;0;252792
407901;0;68000
408114;0;102000
408126;0;164000
408130;0;141000
408131;0;140000
408144;0;162000
408145;0;95000
408202;2e+05;32000
408221;0;30000
408244;4e+05;147358
408246;5e+06;92863
408262;0;91000
408263;0;208300
408278;0;55000
408279;0;35000
408280;0;171400
408281;0;110000
408282;0;43376
408283;0;163000
408284;0;296245
408285;0;166840
408286;3e+05;98800
408287;0;270154
408288;0;283042
408289;0;301155
408290;0;564700
408291;0;134436
408292;0;19562
408293;4e+05;150134
408296;0;158761
408297;0;10000
408298;0;69483
408307;0;178100
408310;0;190409
408311;0;192117
408312;0;168090
408362;0;328707
408363;0;238213
408364;3e+05;298036
408366;0;719935
408367;0;385745
408368;0;346789
408369;0;92702
408430;6e+05;263963
408438;0;29400
408439;0;0
408440;0;220543
408441;0;120722
408442;0;279664
408443;0;0
408444;0;201000
408446;0;154959
408447;0;139000
408448;0;79841
408449;0;0
408461;150000;0
408471;0;48550
408472;0;115000
408473;0;32000
408656;0;17407
408658;0;0
408659;0;0
408660;0;0
408661;0;50320.5
408662;0;7830
408663;0;374538
408664;0;211100
408665;1200000;200391
408666;0;170755
408667;0;0
408668;0;102181
408774;0;46183
408775;0;94188
408776;0;144560
408777;0;41900
408778;150000;159000
408779;0;97000
408796;1e+05;39500
408803;0;216988
408804;0;1900
408811;0;503630
408812;0;38170
408813;0;145000
408814;0;327370
408815;0;139000
408816;0;33500
408817;0;102000
408818;0;268000
408819;0;70000
408820;0;50000
408821;0;0
408822;0;0
408823;0;55000
408825;0;69000
408831;6e+05;154000
408836;2e+05;270638
408840;0;108364
408844;0;214000
408845;0;108000
408846;2300000;0
408848;0;448000
408853;0;96400
408854;0;179000
408855;0;0
408858;0;70000
408859;0;247000
408860;0;0
408861;0;75649
408862;0;149083
408863;2e+05;360074
408865;0;0
408869;127000;239708
408870;0;195826
408871;5e+05;33000
408872;0;0
408873;0;165257
408876;0;151132
408877;0;50930
408881;0;217612
408884;0;84600
408892;0;277740
408893;280000;198716
408894;0;60000
408895;0;131000
408896;0;86000
408897;0;105170
408898;60000;287000
408899;0;378994
408900;0;285077
408901;0;179338
408902;0;132000
408904;0;60000
408905;0;0
408906;0;0
408907;3e+06;258000
408908;3e+05;263000
408909;0;0
408910;0;0
408911;5e+05;0
408912;0;86820
408913;0;92250
408914;0;0
408915;0;0
408916;0;0
408924;0;0
408925;0;56000
408927;0;117375
408928;4e+05;42978
408929;0;102978
408940;0;35000
408941;0;40000
408942;0;42000
408943;0;97786
408944;0;25793
408946;0;75000
408954;0;51000
408955;0;44500
408956;0;24000
408957;0;114979
408958;0;238976
408960;0;29751
408964;0;10956
408968;0;47000
408969;0;156700
408975;0;43000
408984;0;66500
408988;0;120000
408989;0;49300
408991;0;54491
408992;0;80032
408993;0;144619
408994;0;143457
408995;50000;148917
408997;0;86285
408998;0;170897
408999;0;59000
409000;0;221600
409001;180000;61000
409003;0;168000
409004;0;231600
409005;0;142000
409006;0;155000
409019;0;170000
409030;0;162000
409032;0;84000
409033;0;106000
409034;0;54000
409035;0;95009
409037;0;66000
409038;0;183000
409042;0;52665
409067;0;16666.6666666667
409068;1e+06;8333.33333333333
409069;0;107816.666666667
409070;0;18333.3333333333
409083;0;109650
409084;0;66360
409085;0;53506
409086;0;41001
409087;0;45590
409088;0;32470
409089;0;54853
409097;220000;110800
409099;0;199630
409101;0;272229
409102;0;15719
409103;0;152563
409104;0;161750
409110;6e+05;340000
409112;0;457000
409114;2e+05;77100
409116;0;82539
409117;0;122600
409121;0;0
409122;0;21170
409123;0;26073
409124;320000;189186
409125;0;0
409127;0;291000
409128;0;207607
409131;0;334985
409134;0;51435
409135;0;152556
409136;0;0
409137;0;75399
409138;0;70460
409139;2e+05;127000
409140;0;103000
409153;0;0
409156;5e+05;0
409166;0;0
409167;0;0
409169;0;166976
409171;2e+05;112000
409172;2e+05;0
409178;4e+05;0
409179;0;292900
409182;99;26000
409183;3e+05;93500
409184;0;47600
409186;0;0
409188;0;42000
409189;2e+05;0
409192;50000;272800
409193;0;253350
409195;0;117000
409196;0;110000
409205;0;10743.3333333333
409206;0;16666.6666666667
409207;0;7333.33333333333
409208;0;17333.3333333333
409211;0;202500
409212;1e+05;0
409221;4e+06;175000
409224;0;38000
409225;0;83800
409226;0;58000
409232;0;207809
409233;0;179000
409234;0;218337
409235;0;11430
409238;0;68000
409239;0;96021
409241;0;60000
409242;0;11870
409244;0;43550
409245;0;0
409246;0;60000
409247;0;85000
409250;0;50000
409252;0;38751
409253;0;70700
409254;350000;87860
409255;2e+05;59500
409256;1e+06;86000
409257;5e+05;102500
409259;0;0
409268;0;135025
409273;0;84700
409274;0;0
409352;0;117000
409496;0;20000
409497;0;188962
409522;0;192157
409524;0;54222
409536;4e+05;125384
409539;5e+05;0
409548;0;280855
409583;0;219492.5
409598;0;130167.5
409664;0;105517
409665;0;0
409666;0;51275
409667;0;65000
409668;0;560000
409676;0;79000
409750;0;55000
409751;0;73000
409752;0;53000
409753;0;50000
409754;0;69000
409755;0;40000
409756;0;25000
409757;0;55000
409759;0;57000
409760;0;25000
409762;0;42333
409763;0;1e+05
409765;0;216000
409766;0;65000
409767;7e+05;25000
409768;0;31000
409769;0;0
409770;0;72000
409772;0;72000
409773;0;63000
409775;0;42000
409776;0;143700
409779;0;78000
409781;0;111405
409785;0;108140
409786;2500000;246458
409787;0;0
409788;99;120300
409805;0;72747
409806;0;80670
409808;0;74000
409809;0;138900
409851;0;25385
409852;0;22000
409853;0;28447
409854;0;20000
409855;0;31000
409856;0;14000
409857;0;20450
409900;0;17000
409924;0;90000
409925;0;151000
409926;0;63000
409927;0;70000
409928;0;117000
409929;0;88000
409931;0;45000
409932;0;35000
409933;0;30000
409934;0;65000
409935;0;60800
409937;0;45000
409942;0;98000
409945;0;61780
409946;0;69049
409949;0;97600
409950;0;58600
409951;0;45500
409952;0;62500
409953;0;62000
409991;0;42000
409992;0;392500
409994;4e+05;55000
409998;4e+05;166240
409999;6e+05;266559
410002;0;69000
410003;2500000;87000
410004;0;261000
410024;0;57100
410025;0;53000
410026;0;63000
410027;0;177000
410028;0;106000
410030;150000;395000
410031;0;148000
410033;2e+05;155000
410034;0;90000
410037;0;166000
410045;99;52000
410049;0;8510
410050;3e+05;9130
410051;0;12500
410052;0;30000
410053;0;14600
410054;0;0
410055;0;24000
410057;0;62500
410059;1500000;102000
410060;920000;108310
410061;1e+05;151000
410062;0;70750
410064;780000;60500
410065;0;86000
410568;0;148289
410569;0;148925
410570;0;207200
410571;0;162800
410572;0;123891
410573;0;130011
410574;0;165000
410576;1e+05;159778
410577;0;58500
410578;0;194000
410580;0;84834
410581;99;244000
410582;0;276793
410583;0;209890
410584;7e+05;206100
410585;1e+06;274322
410586;6e+05;206950
410587;1e+05;0
410588;3e+05;378487
410589;0;111656
410590;0;85700
410591;0;42000
410592;0;113000
410593;0;78180
410594;0;0
410595;99;95913
410596;0;60000
410597;0;113620
410598;0;89739
410599;0;72425
410600;0;68873
410608;0;243070
410610;7e+05;278810
410643;0;0
410644;0;37800
410649;0;152042
410650;0;95814
410651;90000;156984
410750;0;60220
410751;80000;66000
410752;0;152000
410889;0;213371
410891;0;204298
410897;2e+05;239987
410908;0;121800
411937;0;125198
411960;0;210000
412046;0;134555
412047;60000;235714
412049;2e+06;264424
412054;0;206104
412055;0;138487
412056;0;530624
412057;0;0
412058;3e+05;207592
412080;0;113500
412083;0;166373
412090;0;0
412092;0;0
412093;0;8810
412106;1800000;238000
412510;4e+05;88000
412583;0;13300
413230;0;146448
413231;0;0
413232;0;107794
413234;1500000;334325
413240;0;211965.333333333
413241;0;118052
413242;0;62645
413243;0;82025
413244;0;0
413262;0;0
413603;0;38560
413606;0;40000
413609;1e+05;0
413810;0;215867
413811;0;0
413817;120000;50360
413831;0;144779
413833;7e+05;137000
413855;3e+05;183320
413856;0;293820
413857;6e+05;231405
414041;0;123750
414045;0;50000
414048;0;295000
414055;0;110000
414056;0;55020
414059;0;56000
414060;0;47000
414068;2e+05;266445
414069;0;314000
414156;160000;39000
414157;0;24343
414158;0;125200
414159;0;105310
414160;4e+05;99200
414161;0;84000
414162;0;106000
414163;0;61500
414165;0;52140
414166;0;55000
414167;0;17039
414168;0;28652
414182;0;70420
414183;0;78900
414185;0;80269
414198;0;40000
414200;0;60000
414201;150000;502588
414203;2e+05;0
414204;60000;49700
414210;1e+06;10000
414213;0;74000
414214;0;30000
414215;0;123000
414216;0;24200
414217;0;145690
414218;0;17000
414219;0;150000
414220;0;12933
414221;0;13354
414222;0;26658
414223;0;42081
414224;0;13070
414226;0;5000
414227;0;12000
414228;0;35600
414229;0;35000
414230;0;5500
414231;0;2533.33333333333
414233;0;7000
414234;0;28000
414235;0;3500
414236;0;13500
414237;0;12500
414238;0;9407.5
414239;50000;45500
414240;1e+05;45500
414241;0;51000
414243;0;14000
414244;0;91000
414245;0;80000
414246;0;0
414250;0;5000
414251;0;68976.6666666667
414252;0;0
414253;0;11540
414254;0;0
414255;250000;4066.66666666667
414256;0;10000
414319;0;104470
414928;0;216519
414938;0;146490
414946;0;98655
414985;85000;168031
417204;0;0
417205;0;0
417206;0;0
417207;150000;0
417208;0;30000
417209;0;0
417210;0;56000
417281;0;74510
417386;0;8000
417405;0;82584
417406;0;42188
417415;0;7500
417416;0;4810
417417;0;7510
417418;0;14690
417419;0;20930
417420;0;5840
417463;0;11600
417464;120000;15740
417484;0;0
417485;0;0
417486;0;0
417487;0;0
417488;0;0
417489;0;0
417490;0;0
417493;0;61896
417494;0;58763
417495;0;66000
417496;0;65844
417497;0;55000
417499;0;43185
417519;0;38225
417521;0;4000
417522;0;6500
417523;0;9200
417525;50000;4115
417526;0;5166.66666666667
417527;0;12333.3333333333
417528;0;5000
417529;0;10000
417530;0;3000
417531;0;0
417532;0;0
417533;0;0
417534;0;0
417535;0;0
417536;0;0
417537;0;0
417538;0;0
417539;0;9100
417540;0;7500
417541;0;3940
417542;0;20470
417543;0;15250
417544;0;20000
417545;0;12166.6666666667
417546;0;20100
417547;0;17523.3333333333
417548;0;4543.33333333333
417549;0;32066.6666666667
417550;0;35902
417551;0;7741.66666666667
417552;0;14033.3333333333
417553;0;10666.6666666667
417558;0;8000
417559;0;18500
417561;0;2833.33333333333
417562;0;12140
417563;0;14373.3333333333
417564;0;2333.33333333333
417565;0;5333.33333333333
417585;0;449500
417586;0;0
417636;0;56482
417735;0;153600
417743;0;268200
417753;250000;171954
418156;0;41724
418157;0;62803.5
418160;0;18200
418162;0;131000
418163;0;37333.3333333333
418166;0;23000
418167;0;365650
418168;95000;445430
418169;2e+05;201700
418170;55000;188120
418171;60000;44814
418172;4e+05;183233
418173;0;129812
418174;0;87365
418175;5e+05;115236
418176;0;67099
418177;0;0
418178;5e+05;159000
418179;120000;23145
418180;0;148570
418181;70000;163625
418182;120000;120000
418183;0;220799
418184;60000;0
418185;120000;0
418186;2500000;480310
418187;7e+05;227310
418189;0;38670
418190;72000;0
418191;0;103730
418192;0;49809
418193;0;112000
418194;0;0
418195;0;154185
418196;0;25434
418197;0;52190
418198;0;31655
418199;3e+05;3e+05
418200;3e+05;185000
418201;1e+05;139800
418202;0;146000
418203;3e+05;222000
418204;0;213000
418205;0;197000
418206;4e+05;235000
418207;8e+05;268000
418208;3e+06;158000
418209;50000;111000
418210;0;199300
418211;0;78000
418212;0;490000
418213;0;220000
418214;0;635000
418215;0;240753
418216;0;0
418217;0;314587
418218;0;305637
418219;0;297140
418220;1e+06;207834
418221;0;126839
418222;0;310410
418223;0;203000
418224;0;165000
418225;0;138000
418226;0;0
418227;0;115798
418228;0;59399
418229;0;120432
418230;0;138263
418231;0;93098
418232;0;62520
418233;0;164389
418234;0;61614
418235;0;102993
418236;0;0
418237;0;0
418238;0;0
418239;0;231102
418240;0;101320
418241;0;0
418242;0;43000
418243;0;43000
418244;250000;88688
418245;0;126579
418246;0;79608
418247;0;77109
418248;0;72609
418249;0;136298
418250;0;108200
418251;0;199024
418252;0;24000
418253;0;97556
418254;0;148532
418255;0;99766
418256;0;82000
418257;0;8000
418258;0;46000
418259;196000;78000
418260;0;0
418261;0;8000
418262;0;338581
418263;0;304116
418264;0;407119
418265;1e+05;264134
418266;0;346411
418267;0;284692
418269;6e+05;324313
418270;4500000;356259
418271;7e+05;236064
418272;0;135234
418273;0;149490
418274;50000;189348
418275;0;187304
418277;0;222000
418278;0;209338
418279;0;118308
418281;0;71664
418282;0;180076
418283;0;232016
418284;0;173490
418285;0;131530
418286;0;190502
418287;0;214520
418288;0;166585
418289;0;237287
418290;4e+05;167413
418291;0;298497
418292;0;187213
418294;5e+05;159629
418295;0;0
418296;0;0
418298;0;174641
418300;0;186793
418301;50000;100807
418302;0;96848
418303;0;22000
418304;0;187397
418305;2e+05;220419
418306;0;53000
418307;0;25000
418308;0;20000
418309;0;262062
418311;0;69978
418312;6e+05;172228
418313;0;253962
418314;5e+05;75422
418315;0;100084
418316;0;65646
418317;5e+05;259672
418318;350000;174638
418319;0;247269
418320;0;64020
418321;8e+05;216999
418322;7e+05;98325
418323;0;48297
418324;0;0
418325;0;123300
418326;0;239000
418327;5e+05;52000
418328;2e+05;58045
418329;6e+05;234500
418330;0;76000
418331;4e+05;209000
418332;0;217200
418333;0;190000
418334;0;577400
418335;0;205700
418336;0;79618
418337;0;113000
418338;8e+05;116000
418339;0;36000
418340;0;47000
418341;0;157000
418342;225000;62000
418343;0;39000
418344;0;45100
418345;0;0
418346;0;38000
418347;0;14000
418348;0;39500
418349;0;27000
418350;0;36000
418351;0;25500
418352;0;37000
418353;0;30100
418354;0;74800
418355;0;20000
418356;0;136600
418357;0;0
418358;0;0
418359;0;81419
418360;85000;622671
418361;2e+05;179700
418362;0;268000
418363;79000;266000
418364;0;180750
418365;0;321282
418366;0;112450
418367;0;154900
418368;0;177770
418369;0;181759
418370;0;138818
418371;0;159400
418372;0;208131
418373;0;206454
418374;0;175428
418375;0;311885
418376;0;314898
418377;0;25000
418378;0;107000
418379;0;206114
418380;0;72142
418381;0;47000
418382;0;40139
418383;0;51160
418384;0;73379
418385;0;184859
418386;0;82000
418387;0;47293
418388;0;220000
418394;0;153298
418395;0;136581
418396;3e+06;158548
418397;0;115212
418398;50000;162433
418399;2e+05;77000
418400;0;120200
418401;0;45000
418402;2e+06;88000
418403;4e+06;122000
418404;2e+06;162000
418405;8e+05;310000
418406;0;93000
418407;4e+06;80000
418408;0;225000
418409;0;50000
418410;0;53100
418411;0;46000
418412;0;37000
418413;0;38000
418414;0;99000
418415;0;143000
418416;4e+05;211000
418421;0;63272
418424;0;45000
418427;0;0
418428;0;45000
418429;0;45000
418430;0;0
418431;0;70000
418432;0;50000
418433;0;0
418434;0;0
420171;0;6140
420431;0;14150
420526;0;348046
420528;0;202000
420535;0;468000
420607;0;1600
420608;0;4240
420609;0;8820
420610;0;7020
420652;0;16460
420653;0;2530
420654;0;12000
420655;5e+05;16000
420752;0;62509
420754;0;5876
420755;0;55435
420766;0;43000
420767;0;66091
420768;0;49660
420769;0;37242
420788;0;895000
420789;0;793000
420790;0;957700
420791;0;1602000
420793;0;1129000
420794;0;613900
420795;0;613000
420796;0;745000
420797;6e+06;730000
420798;0;610000
420799;7e+06;1050000
420802;0;134000
420803;0;0
420804;0;108879
420805;0;270000
420806;0;66000
420807;570000;281544
420808;0;260120
420809;60000;87500
420810;50000;219400
420811;0;203900
420812;70000;110737
420813;1e+05;250456
420814;0;17750
420816;0;63833
420817;0;58871
420818;0;47733
420819;0;0
420820;0;64000
420821;0;41459
420822;0;254000
420823;0;85000
420826;0;68837
420827;0;240465
420829;0;113742
420830;0;230569
420831;0;195528
420832;0;100039
420833;0;347066
420834;0;251724
420835;0;155000
420836;0;256459
420837;0;279278
420838;0;145806
420839;0;174249
420840;0;170014
420841;0;146013
420842;2600000;170351
420843;0;161000
420844;8e+05;101000
420845;0;137305
420846;0;238972
420847;0;388450
420848;0;211247
420849;0;218181
420850;0;298088
420851;0;133800
420852;0;331832
420853;0;167613
420854;0;222083
420855;0;563035
420856;0;433776
420857;0;69800
420858;0;81427
420859;0;295636
420860;5e+05;0
420861;0;199174
420862;0;62763.6666666667
420863;2e+05;30000
420864;0;199607.333333333
420866;0;87000
420867;0;121735
420868;1e+05;180000
420869;1e+06;182173
420870;0;115014
420872;0;0
420873;0;0
420874;0;566530
420875;0;475400
420877;0;480402
420878;0;842981
420879;0;148499
420880;0;327500
420881;0;215000
420882;0;405000
420884;0;465000
420885;0;604000
420886;0;206493
420887;0;546898
420888;0;364271
420889;0;332992
420890;3e+05;480992
420891;0;349992
420892;0;387992
420893;0;113633
420894;0;352000
420895;0;79076
420896;0;179650
420897;0;118840
420898;0;93000
420900;0;159178
420901;0;32478
420903;0;0
420904;0;0
420905;0;58000
420906;0;60000
420907;0;137100
420911;0;120000
420912;0;37899
420913;0;112000
420914;0;85084
420915;0;87000
420916;0;46000
420917;0;95000
420918;0;144427
420919;0;172000
420920;0;10791
420921;0;368597
420922;0;226708
420923;0;40000
420925;0;164714
420926;0;53387
420927;0;207200
420928;0;204646
420929;0;53387
420930;0;53387
420931;0;53387
420932;7e+05;0
420934;0;0
420936;0;0
420937;0;0
420938;0;0
420939;0;255000
420940;0;326000
420941;0;375000
420943;0;208473
420944;0;367900
420945;0;0
420946;0;317121
420947;0;460598
420948;0;345950
420949;0;224200
420950;0;256633
420951;0;193206
420952;5e+05;164000
420954;0;210000
420955;3e+06;251000
420956;2e+05;196000
420957;8e+05;264000
420958;0;177500
420959;5e+06;645382.5
420960;450000;256713.5
420961;0;385500
420962;1200000;499000
420963;0;317000
420964;2e+05;132500
420965;0;230000
420966;0;135000
420967;0;37600
420968;0;110500
420969;0;183973
420970;0;220254
420971;250000;149624.5
420972;0;145424.5
420973;0;50000
420974;0;51000
420975;0;24500
420976;0;94500
420977;0;103986.5
420978;0;98000
420979;0;343000
420980;1e+06;255000
420981;7e+05;162000
420982;0;100497.5
420983;0;73041
420984;80000;3400
420985;0;76770
420986;0;12000
420987;0;40000
420988;70000;15100
420989;0;25000
420990;0;2000
420991;0;4000
420993;140000;116100
420995;8e+05;276280.5
420996;0;87837
420998;0;120000
420999;0;418000
421000;0;327000
421001;0;235000
421003;0;235790
421004;0;344000
421005;0;346720
421006;60000;0
421007;0;112000
421009;0;0
421011;0;310107
421012;0;246620
421013;0;510236
421014;0;0
421015;0;265372
421017;0;120270
421018;0;158000
421019;0;223000
421020;0;130000
421021;0;281000
421022;4e+05;248000
421023;220000;244000
421024;0;178600
421025;0;3e+05
421026;8e+05;410000
421027;0;360000
421028;0;548000
421029;0;180000
421031;0;395000
421032;0;219107
421033;0;350732
421035;50000;0
421036;0;0
421037;0;142562
421038;0;204000
421039;1e+06;221000
421040;99;162000
421042;0;0
421043;0;160000
421045;1e+05;0
421047;0;203000
421048;2e+05;158500
421049;0;163000
421050;0;56225
421051;0;155886
421052;0;89574
421053;1200000;177000
421054;0;378000
421055;0;0
421056;0;153000
421058;5e+05;65000
421059;0;231000
421060;0;185956
421061;6e+05;0
421062;0;305000
421063;4e+05;270291
421064;0;113117
421065;0;533543
421066;0;251010
421067;0;192363
421068;0;225700
421069;0;127297
421070;0;162799
421071;0;124280
421072;0;169133
421073;0;273086
421074;0;261000
421075;0;227122
421076;0;391532
421077;0;90000
421078;0;0
421079;980000;326252
421080;250000;163967
421081;0;230671
421082;0;382888
421083;0;0
421084;120000;0
421085;0;0
421086;0;0
421087;0;0
421088;0;0
421089;0;60000
421090;0;239600
421091;0;90553
421092;0;35036.3636363636
421093;0;183880
421094;0;4000
421095;250000;277621
421096;0;188000
421097;0;55000
421098;0;89000
421099;0;70400
421100;0;28000
421101;0;179000
421102;0;0
421103;0;97600
421104;0;134000
421105;0;331000
421108;0;193000
421109;0;217000
421110;4e+05;143610
421112;0;143000
421113;0;128000
421114;1e+06;244000
421115;0;207000
421116;0;20000
421117;0;147000
421118;0;220500
421119;0;145000
421120;0;197100
421121;0;65000
421122;0;66700
421124;0;50000
421125;0;288000
421126;0;140000
421127;0;140600
421128;0;140000
421129;0;103000
421130;0;170000
421131;0;214000
421132;0;197000
421133;0;167900
421134;0;129000
421135;1500000;53598
421136;0;136000
421137;0;125000
421138;0;223000
421139;0;259000
421141;180000;0
421142;0;329000
421143;0;312000
421144;0;314000
421145;0;256000
421146;0;257000
421147;0;151620
421148;0;518400
421149;0;0
421150;0;305000
421151;0;0
421152;0;304666
421153;0;218520
421155;1e+06;374000
421156;0;315000
421157;3e+05;640000
421158;0;412900
421159;0;1085000
421160;99;329000
421161;0;390000
421162;0;2e+05
421163;2e+05;287000
421164;0;681000
421165;6e+05;5e+05
421166;0;223500
421169;8e+06;520000
421170;0;226000
421171;0;346000
421172;0;357000
421173;4e+06;540000
421174;0;704000
421175;0;263000
421176;0;303000
421178;160000;470000
421179;0;103000
421180;0;108500
421181;0;0
421182;0;139000
421183;0;53000
421184;0;334000
421185;0;60000
421186;0;142800
421187;0;66220
421188;0;86079
421189;0;99000
421190;0;67077
421191;2e+05;47500
421193;0;75000
421194;0;57722
421195;0;112000
421196;1e+05;167900
421198;0;81000
421199;0;113000
421200;3e+05;82000
421201;0;90000
421202;0;91813
421205;3e+06;437500
421206;0;376200
421207;0;204950
421211;0;218600
421212;0;132300
421213;0;143309
421214;0;129800
421215;4e+05;215850
421216;0;205600
421217;5e+05;267100
421219;0;66000
421220;0;151500
421221;0;169000
421222;0;123000
421223;0;221000
421225;0;117506
421226;0;374778
421227;0;212411
421228;0;133390
421229;0;68771
421230;0;255983
421231;0;142200
421232;0;105736
421233;0;57108
421235;0;154000
421236;0;0
421237;0;131573
421238;0;132760
421239;0;144000
421240;0;144000
421241;0;110000
421242;0;170000
421244;0;97000
421245;0;159000
421246;0;152000
421247;0;183000
421249;150000;151500
421250;3e+05;172780
421251;0;87635
421252;0;131252
421254;0;129520
421255;1e+05;99800.5
421256;0;111000
421257;0;313760
421258;0;178260
421259;0;207400
421261;3e+05;175857
421262;5e+05;212593
421264;0;328000
421265;0;401500
421266;1e+06;108900
421267;0;41800
421268;0;84870
421269;0;73685.5
421270;0;67000
421271;0;86156.5
421272;0;86327
421273;0;145391
421274;0;251505
421276;0;180600
421277;0;286000
421278;0;312000
421279;0;244742
421280;0;220382
421281;150000;136827
421282;0;201770
421283;0;85850
421284;0;0
421288;0;32685
421289;0;158000
421290;0;95000
421291;0;39000
421292;2e+05;197000
421293;0;436130
421296;0;255662
421299;0;112000
421300;0;68929
421301;0;119116
421302;0;92894
421303;0;156101
421304;0;180312
421305;0;66799
421306;2e+05;64300
421307;0;223530
421308;0;257826
421309;0;87813
421318;150000;77246
421319;0;191000
421320;0;92873
421321;0;66900
421322;0;39000
421323;150000;37725
421324;5e+06;269406
421325;0;153190
421326;0;155000
421327;0;141052
421328;0;80401
421329;5e+05;163326
421330;0;97500
421331;0;169631
421332;0;136252
421333;0;206511
421334;850000;172092
421335;0;72241
421337;0;98500
421338;0;122000
421339;0;352412
421340;3e+05;219000
421341;0;60000
421342;0;142000
421344;0;105644
421345;1e+05;251000
421346;0;239000
421347;0;106700
421348;0;215889
421349;0;0
421350;0;124830
421351;0;129459
421352;0;255147
421353;0;318938
421354;0;381529
421355;0;333523
421356;0;231309
421357;0;202756
421358;5e+05;244716
421375;0;2e+05
421376;0;279092
421378;0;0
421379;0;0
421380;0;158910
421381;0;120870
421385;0;190740
421386;0;0
421387;0;0
421392;0;244000
421393;1200000;97636
421395;1600000;237000
421396;0;128078
421397;0;201720
421399;0;260918.5
421400;0;293158
421401;0;218191
421402;0;211300
421403;0;227300
421404;0;282108
421405;2500000;124828
421406;0;127500
421408;0;206400
421409;0;212356
421410;0;77000
421411;0;79000
421412;0;180000
421413;0;89033
421414;0;190000
421415;0;107695.333333333
421416;0;154987
421417;0;98000
421419;5e+05;177336
421420;0;217333.333333333
421421;0;164557
421422;350000;173000
421423;0;255447
421424;0;262502.833333333
421425;87000;168888
421427;0;75000
